GPU Util%,GPU Memory,CPU Util%
0,0,0.0
0,0,17.5
0,0,10.3
3,0,5.6
3,161,7.4
5,227,6.9
3,259,6.7
0,259,6.6
0,11693,6.6
1,11713,6.3
3,11761,6.6
4,11833,6.9
5,11871,6.6
5,11933,6.3
37,11933,6.2
70,11933,6.3
68,11933,6.0
67,11933,5.3
65,11933,7.7
67,11933,7.6
70,11933,5.4
70,11933,6.3
70,11933,6.7
69,11933,7.2
69,11933,7.6
68,11933,7.3
65,11933,6.1
71,11933,5.6
70,11933,6.9
72,11933,6.6
69,11933,6.7
66,11933,4.7
66,11933,7.3
66,11933,9.5
69,11933,6.9
67,11933,8.0
67,11933,7.3
68,11933,6.7
68,11933,6.9
67,11933,7.0
69,11933,7.0
68,11933,6.9
69,11933,7.0
65,11933,4.7
66,11933,5.3
66,11933,5.3
67,11933,7.6
69,11933,6.0
66,11933,5.3
68,11933,4.9
66,11933,7.3
68,11933,6.6
68,11933,5.7
68,11933,6.3
70,11933,5.0
66,11933,6.3
68,11933,5.9
72,11933,7.3
66,11933,8.2
67,11933,8.2
67,11933,7.0
67,11933,8.3
67,11933,7.0
69,11933,8.0
66,11933,5.7
67,11933,7.6
67,11933,7.6
68,11933,7.0
67,11933,6.0
67,11933,5.4
65,11933,6.9
67,11933,5.3
66,11933,5.3
66,11933,6.9
66,11933,4.6
66,11933,5.3
65,11933,6.0
66,11933,5.7
66,11933,6.3
66,11933,5.6
67,11933,8.3
66,11933,7.2
68,11933,5.7
67,11933,7.3
66,11933,6.0
65,11933,6.3
67,11933,6.3
66,11933,6.0
66,11933,5.0
66,11933,5.6
65,11933,5.0
67,11933,7.6
65,11933,6.6
66,11933,6.0
67,11933,8.2
67,11933,7.3
68,11933,7.6
68,11933,7.6
65,11933,5.3
66,11933,5.0
66,11933,4.9
66,11933,6.0
67,11933,5.7
66,11933,7.0
68,11933,6.9
66,11933,4.7
66,11933,5.3
66,11933,5.6
64,11933,6.0
66,11933,6.0
67,11933,6.3
68,11933,7.6
67,11933,6.9
67,11933,5.7
69,11933,8.5
67,11933,7.3
66,11933,8.1
66,11933,5.7
65,11933,7.9
66,11933,6.0
67,11933,7.0
65,11933,6.0
66,11933,6.7
66,11933,7.7
65,11933,6.3
64,11933,5.7
66,11933,6.9
66,11933,6.3
66,11933,6.9
66,11933,6.0
67,11933,6.7
69,11933,7.6
68,11933,7.3
70,11933,6.0
68,11933,6.7
69,11933,5.6
68,11933,7.7
65,11933,5.7
67,11933,6.7
65,11933,7.9
66,11933,5.3
66,11933,5.6
67,11933,7.3
68,11933,5.3
66,11933,7.7
67,11933,4.6
66,11933,6.0
66,11933,7.6
67,11933,7.3
66,11933,5.9
66,11933,5.3
66,11933,7.0
64,11933,8.2
65,11933,6.6
66,11933,6.3
66,11933,7.6
68,11933,6.0
66,11933,7.6
64,11933,7.9
66,11933,5.6
67,11933,7.3
66,11933,8.2
65,11933,8.2
66,11933,7.3
65,11933,5.3
67,11933,6.9
67,11933,6.6
68,11933,6.2
67,11933,6.3
64,11933,7.0
67,11933,7.7
66,11933,6.0
65,11933,6.0
65,11933,6.6
66,11933,5.3
65,11933,7.0
65,11933,7.0
65,11933,6.8
66,11933,8.3
