GPU Util%,GPU Memory,CPU Util%
0,0,0.0
0,0,21.3
0,0,10.1
0,0,5.6
2,163,6.4
5,223,6.7
3,259,6.9
0,259,6.6
0,259,6.3
0,259,6.6
0,259,6.3
0,259,6.6
0,11693,6.3
0,11693,6.9
0,11693,7.0
0,11723,6.3
3,11793,6.5
4,11833,6.9
6,11889,6.3
29,11933,6.6
40,11933,8.3
40,11933,8.3
39,11933,8.3
27,11933,8.0
31,11933,7.4
40,11933,8.4
38,11933,8.7
39,11933,8.0
38,11933,7.4
34,11933,7.6
26,11933,7.7
34,11933,6.6
35,11933,8.7
38,11933,7.7
38,11933,8.7
39,11933,8.7
39,11933,9.4
35,11933,7.7
37,11933,7.4
33,11933,8.3
28,11933,7.4
24,11933,7.3
29,11933,7.3
30,11933,7.1
24,11933,8.0
19,11933,7.3
22,11933,7.6
28,11933,7.7
32,11933,8.6
19,11933,7.9
23,11933,7.4
21,11933,8.0
21,11933,7.6
29,11933,7.0
36,11933,8.3
30,11933,7.4
34,11933,7.7
26,11933,7.3
27,11933,7.7
23,11933,7.3
32,11933,8.0
35,11933,8.0
39,11933,7.3
28,11933,7.3
22,11933,7.3
20,11933,7.6
22,11933,7.6
20,11933,7.4
30,11933,7.9
38,11933,8.7
32,11933,7.7
35,11933,7.1
36,11933,7.3
33,11933,7.7
32,11933,6.4
34,11933,8.1
34,11933,8.0
30,11933,7.7
35,11933,7.6
37,11933,7.0
33,11933,7.7
31,11933,7.0
29,11933,7.3
35,11933,7.4
38,11933,7.6
35,11933,8.3
40,11933,7.3
41,11933,8.0
31,11933,9.2
23,11933,7.6
25,11933,8.0
26,11933,7.0
23,11933,8.0
28,11933,7.7
37,11933,7.4
31,11933,7.4
34,11933,7.7
27,11933,7.0
34,11933,8.0
35,11933,7.0
24,11933,7.7
21,11933,7.7
22,11933,7.6
25,11933,8.0
29,11933,6.4
24,11933,8.0
20,11933,7.3
26,11933,7.7
23,11933,7.3
26,11933,7.4
25,11933,7.3
27,11933,7.3
34,11933,7.4
38,11933,7.4
32,11933,7.0
22,11933,7.4
28,11933,8.0
35,11933,7.3
30,11933,7.3
31,11933,8.1
33,11933,8.0
32,11933,7.7
28,11933,8.9
25,11933,7.0
26,11933,7.7
27,11933,8.0
32,11933,7.6
30,11933,7.4
34,11933,7.0
26,11933,7.3
23,11933,8.0
20,11933,7.2
30,11933,6.7
30,11933,8.3
30,11933,6.4
31,11933,7.0
31,11933,8.0
29,11933,8.0
29,11933,7.6
28,11933,8.0
29,11933,7.3
19,11933,7.3
20,11933,7.7
22,11933,7.7
32,11933,8.7
33,11933,7.3
37,11933,6.3
34,11933,8.4
39,11933,8.0
32,11933,7.0
39,11933,8.7
37,11933,7.4
34,11933,8.0
33,11933,7.4
37,11933,8.0
37,11933,8.3
35,11933,7.7
34,11933,7.3
33,11933,7.7
39,11933,7.4
30,11933,7.3
30,11933,7.4
37,11933,7.6
34,11933,7.7
34,11933,8.2
33,11933,8.0
28,11933,7.7
25,11933,7.6
28,11933,7.0
25,11933,7.6
22,11933,8.3
38,11933,8.1
39,11933,7.7
39,11933,7.4
39,11933,8.6
30,11933,7.7
32,11933,7.4
36,11933,8.8
34,11933,7.0
29,11933,8.7
36,11933,9.3
34,11933,8.0
35,11933,6.4
39,11933,6.7
39,11933,6.7
39,11933,7.4
33,11933,7.7
30,11933,7.0
26,11933,8.0
25,11933,7.3
24,11933,7.7
36,11933,8.0
26,11933,7.1
33,11933,7.3
29,11933,7.3
27,11933,7.3
23,11933,7.1
31,11933,7.0
21,11933,8.0
27,11933,7.7
22,11933,6.7
20,11933,6.3
30,11933,8.0
38,11933,8.3
26,11933,7.9
28,11933,7.0
27,11933,7.3
29,11933,7.0
36,11933,8.3
36,11933,7.3
26,11933,7.4
31,11933,8.1
30,11933,6.7
34,11933,8.3
33,11933,7.3
27,11933,7.5
20,11933,7.0
25,11933,7.7
36,11933,7.4
29,11933,7.3
25,11933,8.4
22,11933,7.6
21,11933,7.7
