GPU Util%,GPU Memory,CPU Util%
0,0,0.0
0,0,19.8
0,0,9.9
0,0,5.8
3,159,6.4
5,223,6.8
3,259,6.7
0,259,6.6
0,259,6.6
0,259,6.6
0,259,6.8
0,259,6.4
0,259,6.6
0,259,6.9
0,259,6.3
0,259,6.8
0,259,6.3
0,259,6.6
0,259,6.9
0,259,6.9
0,259,6.3
0,11693,6.8
1,11693,7.2
0,11693,6.6
0,11693,6.5
0,11693,6.5
0,11693,6.6
0,11709,6.5
1,11761,6.8
4,11833,6.5
3,11847,6.8
4,11913,6.6
38,11933,6.6
86,11933,6.6
68,11933,6.5
56,11933,7.2
61,11933,5.9
83,11933,7.2
84,11933,6.2
84,11933,5.9
70,11933,6.6
81,11933,5.9
82,11933,6.8
68,11933,5.9
63,11933,6.9
54,11933,5.9
79,11933,5.9
82,11933,5.9
82,11933,6.5
67,11933,6.8
79,11933,5.9
69,11933,6.8
67,11933,5.9
54,11933,6.2
74,11933,6.3
81,11933,5.9
83,11933,6.2
82,11933,5.6
60,11933,6.6
64,11933,6.9
68,11933,6.3
81,11933,6.2
70,11933,6.9
71,11933,6.6
74,11933,6.2
70,11933,7.1
60,11933,6.6
78,11933,6.3
77,11933,6.6
57,11933,6.6
49,11933,6.9
78,11933,5.5
65,11933,6.3
62,11933,7.2
58,11933,5.9
76,11933,6.2
73,11933,6.3
54,11933,6.6
57,11933,6.2
84,11933,6.2
82,11933,6.2
82,11933,5.6
84,11933,5.9
82,11933,6.2
83,11933,5.6
83,11933,6.8
82,11933,6.2
84,11933,5.6
75,11933,6.2
61,11933,6.9
42,11933,6.9
66,11933,6.2
71,11933,6.6
82,11933,6.2
57,11933,6.2
50,11933,7.2
55,11933,6.6
78,11933,6.5
84,11933,6.2
73,11933,5.6
61,11933,6.6
68,11933,6.5
84,11933,5.2
84,11933,6.2
83,11933,5.9
83,11933,6.5
84,11933,5.6
81,11933,6.5
62,11933,6.6
82,11933,5.9
83,11933,5.9
83,11933,6.3
82,11933,7.2
56,11933,6.9
64,11933,6.5
62,11933,6.0
83,11933,5.6
82,11933,6.2
63,11933,6.6
79,11933,5.9
81,11933,6.2
83,11933,6.2
82,11933,6.8
83,11933,6.2
82,11933,6.6
71,11933,7.3
62,11933,6.9
56,11933,7.5
82,11933,6.2
58,11933,6.9
46,11933,6.6
49,11933,6.8
54,11933,6.9
60,11933,7.2
52,11933,6.6
55,11933,6.9
60,11933,6.6
57,11933,6.5
51,11933,6.6
62,11933,6.6
80,11933,6.2
63,11933,6.3
79,11933,5.9
82,11933,6.5
61,11933,7.2
56,11933,6.6
52,11933,6.6
44,11933,6.6
61,11933,6.6
64,11933,6.6
51,11933,7.2
54,11933,6.9
52,11933,6.9
53,11933,6.9
52,11933,6.9
53,11933,7.5
45,11933,6.6
57,11933,6.9
45,11933,6.7
60,11933,6.9
55,11933,6.6
79,11933,6.2
83,11933,5.6
82,11933,6.5
79,11933,6.2
64,11933,6.6
75,11933,5.9
83,11933,7.1
83,11933,5.6
82,11933,5.9
83,11933,5.9
69,11933,6.6
63,11933,6.0
76,11933,5.9
77,11933,6.6
61,11933,7.2
57,11933,6.9
48,11933,7.5
59,11933,6.6
54,11933,6.9
56,11933,6.9
57,11933,7.2
63,11933,6.3
52,11933,6.9
56,11933,6.9
51,11933,6.6
75,11933,5.9
82,11933,5.6
78,11933,6.6
51,11933,7.2
60,11933,6.3
67,11933,6.3
62,11933,6.9
77,11933,6.2
64,11933,6.6
77,11933,5.9
72,11933,6.9
71,11933,6.5
63,11933,6.9
63,11933,5.9
68,11933,6.6
62,11933,6.3
63,11933,6.3
57,11933,6.3
64,11933,6.6
61,11933,6.8
59,11933,6.3
53,11933,6.8
48,11933,6.6
69,11933,5.9
83,11933,5.9
70,11933,8.1
46,11933,6.2
71,11933,6.5
83,11933,5.9
83,11933,7.0
56,11933,6.5
62,11933,7.2
52,11933,6.6
53,11933,6.6
68,11933,5.5
68,11933,6.9
80,11933,6.2
83,11933,5.6
58,11933,6.5
59,11933,6.9
46,11933,6.6
68,11933,6.9
59,11933,6.6
64,11933,6.9
62,11933,6.6
51,11933,7.2
55,11933,6.2
50,11933,6.6
52,11933,6.9
52,11933,6.9
52,11933,7.2
58,11933,7.3
55,11933,7.2
