GPU Util%,GPU Memory,CPU Util%
0,0,0.0
0,0,20.3
3,0,9.8
0,0,5.7
3,139,7.0
4,209,7.3
4,259,6.3
0,259,6.9
0,259,6.7
0,259,6.6
0,259,6.6
0,259,6.6
0,259,6.9
0,259,6.6
0,259,6.6
0,259,6.6
0,259,6.6
0,259,6.3
0,259,7.2
0,259,6.6
0,259,6.6
0,259,6.6
0,259,6.5
0,259,6.9
0,259,6.3
0,259,6.9
0,259,6.2
0,259,6.6
0,259,6.6
0,259,6.5
0,11693,7.2
1,11693,6.6
0,11693,6.9
0,11693,7.2
0,11693,6.6
0,11693,6.7
0,11693,6.2
0,11693,6.8
0,11693,6.9
1,11747,6.6
4,11829,6.5
4,11845,6.8
4,11911,6.8
49,11933,6.9
83,11933,5.6
80,11933,6.5
51,11933,7.3
55,11933,6.9
60,11933,6.9
61,11933,7.2
45,11933,7.1
53,11933,7.6
62,11933,6.9
55,11933,6.6
46,11933,6.9
46,11933,7.5
44,11933,6.6
49,11933,6.9
58,11933,7.2
47,11933,6.6
53,11933,6.8
51,11933,6.9
51,11933,6.6
65,11933,6.9
55,11933,6.9
53,11933,5.9
72,11933,6.6
58,11933,6.8
62,11933,5.9
57,11933,7.2
62,11933,6.9
53,11933,6.9
51,11933,8.2
52,11933,6.2
66,11933,5.9
66,11933,6.9
73,11933,5.9
81,11933,5.9
81,11933,6.5
57,11933,6.6
67,11933,6.2
71,11933,6.9
81,11933,6.2
72,11933,6.5
68,11933,6.6
54,11933,7.5
52,11933,5.9
62,11933,7.5
56,11933,6.6
54,11933,6.9
56,11933,6.9
65,11933,6.6
54,11933,6.3
48,11933,6.6
56,11933,6.6
77,11933,6.6
72,11933,6.5
61,11933,6.9
54,11933,6.9
61,11933,6.7
57,11933,6.6
79,11933,6.3
63,11933,7.2
56,11933,6.6
52,11933,7.0
60,11933,6.6
64,11933,6.2
52,11933,6.9
53,11933,6.9
58,11933,6.6
58,11933,7.1
51,11933,6.2
61,11933,6.9
58,11933,7.2
54,11933,6.6
52,11933,6.6
68,11933,6.9
56,11933,6.7
62,11933,6.8
59,11933,6.6
65,11933,6.9
56,11933,7.2
57,11933,6.9
52,11933,7.2
52,11933,6.9
54,11933,6.6
51,11933,6.5
65,11933,7.0
81,11933,6.6
65,11933,6.2
62,11933,7.5
54,11933,6.6
51,11933,7.2
53,11933,6.6
53,11933,6.5
50,11933,7.3
48,11933,6.8
52,11933,6.9
47,11933,6.9
51,11933,6.6
53,11933,6.9
58,11933,6.2
56,11933,7.2
54,11933,7.1
43,11933,6.9
62,11933,6.9
47,11933,6.2
59,11933,7.3
53,11933,7.3
54,11933,6.3
64,11933,6.6
52,11933,7.2
49,11933,6.3
56,11933,6.6
56,11933,6.9
50,11933,6.3
57,11933,6.5
52,11933,7.2
66,11933,6.9
81,11933,6.6
47,11933,6.5
50,11933,6.6
51,11933,6.6
53,11933,6.6
52,11933,6.6
59,11933,6.2
53,11933,6.6
53,11933,6.9
52,11933,7.3
55,11933,6.6
52,11933,6.8
50,11933,7.2
55,11933,6.9
53,11933,6.6
51,11933,6.9
52,11933,6.6
57,11933,6.9
58,11933,6.9
47,11933,7.2
58,11933,5.9
78,11933,6.2
66,11933,6.7
60,11933,5.9
74,11933,6.3
65,11933,7.2
54,11933,6.6
67,11933,6.9
67,11933,6.2
60,11933,6.3
55,11933,6.6
54,11933,7.2
52,11933,6.6
54,11933,6.6
64,11933,6.9
50,11933,6.9
56,11933,6.6
65,11933,7.2
54,11933,7.2
51,11933,6.3
60,11933,5.9
83,11933,5.9
82,11933,6.5
82,11933,5.9
82,11933,5.9
82,11933,5.9
83,11933,6.3
72,11933,6.9
62,11933,6.3
71,11933,6.6
79,11933,5.9
81,11933,5.9
74,11933,6.6
48,11933,6.6
52,11933,7.2
57,11933,6.3
55,11933,7.2
66,11933,6.3
57,11933,7.0
51,11933,6.5
66,11933,7.3
55,11933,6.5
57,11933,6.3
57,11933,6.6
49,11933,6.9
59,11933,6.9
58,11933,6.6
51,11933,6.6
58,11933,7.2
61,11933,6.6
58,11933,6.9
53,11933,6.9
65,11933,6.6
50,11933,6.9
66,11933,6.9
53,11933,6.9
46,11933,6.9
51,11933,6.7
51,11933,7.2
50,11933,6.6
63,11933,6.5
50,11933,7.0
69,11933,6.5
81,11933,6.2
55,11933,6.3
49,11933,7.2
51,11933,6.9
57,11933,6.2
66,11933,7.0
61,11933,6.3
73,11933,7.3
50,11933,6.9
54,11933,6.9
48,11933,6.9
52,11933,7.2
68,11933,5.6
58,11933,6.7
54,11933,6.9
53,11933,7.5
55,11933,5.9
54,11933,7.2
47,11933,7.2
55,11933,6.9
51,11933,8.1
57,11933,6.6
64,11933,6.9
58,11933,7.2
53,11933,6.3
55,11933,6.9
60,11933,6.5
49,11933,6.9
49,11933,6.2
62,11933,7.5
52,11933,6.9
55,11933,6.6
54,11933,6.6
48,11933,6.9
49,11933,6.6
57,11933,6.9
59,11933,6.6
59,11933,6.6
47,11933,6.9
57,11933,5.6
71,11933,6.3
64,11933,7.2
50,11933,6.9
60,11933,6.6
59,11933,6.6
53,11933,6.9
52,11933,7.3
65,11933,6.6
82,11933,6.2
72,11933,6.3
57,11933,7.5
54,11933,6.9
51,11933,6.2
48,11933,7.0
52,11933,6.3
63,11933,6.6
77,11933,7.2
76,11933,6.2
74,11933,5.9
55,11933,6.9
52,11933,6.9
67,11933,6.3
76,11933,6.9
78,11933,6.0
61,11933,6.6
62,11933,6.6
55,11933,5.6
77,11933,5.9
82,11933,5.6
83,11933,5.6
82,11933,6.2
56,11933,6.5
64,11933,6.6
57,11933,7.1
57,11933,7.3
56,11933,6.6
46,11933,6.9
63,11933,7.2
53,11933,6.3
54,11933,6.6
76,11933,6.2
62,11933,7.8
55,11933,6.9
52,11933,7.5
52,11933,7.2
52,11933,6.6
50,11933,6.6
50,11933,6.9
53,11933,6.3
64,11933,6.6
64,11933,6.6
51,11933,7.3
52,11933,6.9
54,11933,6.6
52,11933,7.1
50,11933,6.9
51,11933,6.9
48,11933,6.6
62,11933,6.6
57,11933,6.9
64,11933,6.9
55,11933,6.6
52,11933,6.9
54,11933,6.6
63,11933,7.3
58,11933,6.6
51,11933,7.6
73,11933,7.2
55,11933,6.6
49,11933,6.6
55,11933,6.9
49,11933,6.9
57,11933,7.5
53,11933,6.3
52,11933,6.9
55,11933,7.2
64,11933,6.3
54,11933,6.9
63,11933,6.6
54,11933,6.9
60,11933,7.2
58,11933,6.6
49,11933,6.9
