GPU Util%,GPU Memory,CPU Util%
0,14,0.0
0,14,6.9
0,14,44.0
0,14,6.9
0,14,6.7
0,14,6.3
0,14,6.3
0,25,6.9
3,198,6.4
5,270,6.6
2,274,6.5
0,274,6.6
0,274,6.6
0,274,6.6
0,274,6.7
0,274,6.6
0,274,6.6
0,274,6.6
0,274,6.3
0,274,6.6
0,274,6.6
0,274,6.6
0,274,6.6
0,274,6.3
0,274,6.6
0,274,6.3
0,274,6.6
0,274,6.9
0,274,6.3
0,274,6.9
0,274,6.3
0,274,6.6
0,274,6.6
0,274,6.6
0,274,6.3
0,274,6.6
0,274,6.6
0,274,6.3
0,274,6.6
0,274,6.6
0,274,6.6
0,274,6.6
0,274,6.3
0,274,6.9
0,274,6.3
0,274,6.3
0,274,6.7
0,274,6.2
0,274,7.0
0,274,6.3
0,274,6.6
0,274,6.6
0,274,6.6
0,274,6.3
0,274,6.6
0,274,6.9
0,274,6.9
0,274,6.3
0,11694,6.3
3,11694,7.2
0,11694,6.9
0,11694,6.6
0,11694,6.6
0,11694,6.6
0,11694,6.6
0,11694,6.6
0,11694,6.6
0,11694,6.6
0,11694,6.8
0,11694,6.3
0,11694,6.9
0,11694,6.5
0,11694,6.3
0,11694,6.9
0,11694,6.3
0,11694,6.6
1,11712,7.0
3,11760,6.3
4,11834,6.9
3,11844,6.2
4,11894,6.6
4,11934,6.6
63,11934,6.9
75,11934,7.3
58,11934,6.3
82,11934,6.2
83,11934,6.0
61,11934,5.9
70,11934,6.9
58,11934,7.3
74,11934,10.8
81,11934,5.3
84,11934,6.2
83,11934,5.9
84,11934,4.9
83,11934,5.5
84,11934,5.9
82,11934,5.6
83,11934,6.0
85,11934,5.6
83,11934,6.2
84,11934,5.6
83,11934,5.6
84,11934,5.6
83,11934,5.6
83,11934,5.2
83,11934,5.9
84,11934,5.6
83,11934,5.9
83,11934,4.9
75,11934,6.9
60,11934,5.6
79,11934,4.9
53,11934,6.4
52,11934,6.6
56,11934,6.3
60,11934,7.0
52,11934,6.3
57,11934,6.3
57,11934,6.6
56,11934,6.3
52,11934,6.0
76,11934,5.6
86,11934,5.2
