GPU Util%,GPU Memory,CPU Util%
0,0,0.0
0,0,19.0
0,0,10.3
0,0,5.5
1,141,6.4
5,209,7.0
4,259,6.9
0,259,6.3
0,259,6.6
0,259,6.4
0,259,6.6
0,259,6.3
0,11693,6.6
0,11693,6.6
0,11705,6.6
2,11751,6.6
3,11825,6.6
4,11837,6.5
4,11893,6.6
31,11933,6.6
52,11933,8.0
47,11933,7.9
57,11933,8.3
56,11933,7.7
39,11933,7.3
34,11933,7.9
28,11933,7.0
33,11933,7.6
30,11933,7.3
28,11933,7.3
30,11933,8.3
42,11933,7.0
31,11933,7.4
33,11933,7.0
41,11933,7.7
37,11933,6.7
29,11933,7.2
29,11933,7.6
38,11933,7.3
52,11933,6.9
58,11933,8.6
42,11933,7.0
36,11933,7.3
41,11933,8.9
45,11933,7.7
38,11933,6.7
27,11933,7.2
36,11933,7.7
32,11933,8.2
27,11933,7.3
28,11933,7.0
36,11933,7.9
37,11933,6.4
42,11933,7.9
45,11933,7.7
48,11933,6.9
34,11933,7.0
33,11933,7.0
41,11933,8.0
45,11933,7.4
32,11933,6.9
40,11933,7.3
50,11933,7.4
46,11933,7.6
50,11933,7.6
43,11933,7.0
30,11933,7.6
38,11933,7.3
49,11933,8.3
38,11933,8.2
42,11933,8.3
34,11933,7.6
49,11933,7.7
44,11933,7.4
41,11933,8.0
47,11933,6.7
36,11933,7.6
32,11933,7.0
37,11933,6.4
40,11933,8.0
28,11933,8.2
30,11933,7.3
28,11933,7.0
29,11933,7.9
25,11933,7.6
28,11933,7.9
30,11933,7.0
41,11933,7.7
48,11933,7.3
40,11933,7.7
53,11933,8.0
55,11933,7.3
31,11933,7.6
29,11933,7.3
38,11933,7.7
45,11933,7.0
42,11933,6.3
36,11933,7.3
32,11933,7.0
32,11933,7.9
44,11933,8.0
50,11933,7.7
31,11933,7.6
39,11933,7.3
39,11933,7.6
29,11933,7.6
28,11933,7.9
28,11933,6.4
29,11933,7.3
29,11933,7.0
43,11933,7.0
42,11933,6.7
49,11933,7.9
38,11933,7.6
25,11933,7.6
28,11933,7.3
25,11933,7.0
33,11933,7.7
48,11933,7.3
45,11933,8.6
41,11933,7.6
47,11933,7.0
41,11933,7.6
29,11933,7.3
36,11933,6.3
34,11933,8.3
40,11933,7.3
33,11933,8.0
41,11933,6.9
41,11933,8.3
44,11933,8.3
45,11933,6.7
56,11933,8.3
57,11933,7.3
56,11933,8.7
56,11933,8.3
57,11933,6.9
49,11933,8.6
41,11933,8.0
40,11933,7.0
50,11933,8.7
57,11933,8.0
45,11933,7.0
51,11933,7.3
39,11933,7.6
28,11933,7.6
35,11933,7.6
30,11933,7.0
38,11933,7.3
44,11933,7.6
51,11933,7.6
35,11933,7.3
50,11933,7.7
42,11933,7.0
32,11933,7.3
43,11933,8.0
34,11933,6.9
34,11933,8.3
27,11933,7.0
38,11933,7.6
49,11933,7.4
43,11933,8.0
42,11933,8.0
41,11933,7.0
40,11933,8.0
54,11933,8.3
41,11933,8.0
41,11933,7.0
45,11933,7.6
37,11933,7.3
40,11933,8.6
43,11933,6.6
34,11933,8.7
35,11933,7.3
29,11933,7.6
34,11933,6.7
42,11933,7.7
57,11933,8.0
46,11933,8.0
53,11933,8.0
45,11933,7.6
33,11933,7.3
34,11933,7.6
37,11933,7.7
42,11933,7.3
35,11933,7.3
32,11933,7.0
29,11933,7.6
30,11933,7.9
32,11933,7.4
36,11933,7.3
37,11933,7.3
47,11933,7.7
49,11933,8.3
48,11933,7.6
44,11933,8.0
33,11933,7.3
34,11933,7.0
50,11933,8.0
57,11933,8.4
49,11933,7.8
53,11933,8.7
40,11933,6.7
43,11933,8.3
57,11933,7.3
45,11933,7.7
38,11933,8.3
36,11933,7.6
34,11933,7.6
34,11933,7.6
45,11933,7.4
40,11933,7.6
28,11933,7.0
31,11933,8.0
37,11933,8.3
32,11933,7.7
30,11933,7.0
29,11933,7.6
45,11933,6.7
51,11933,7.3
50,11933,7.1
47,11933,7.3
38,11933,7.3
46,11933,8.3
37,11933,7.6
32,11933,7.0
32,11933,7.3
30,11933,7.6
31,11933,7.3
35,11933,7.1
28,11933,7.3
45,11933,8.0
57,11933,7.7
57,11933,8.0
43,11933,7.0
40,11933,6.9
41,11933,7.6
33,11933,7.7
30,11933,7.3
31,11933,7.0
30,11933,7.0
32,11933,7.9
28,11933,6.3
27,11933,7.3
26,11933,7.6
29,11933,7.3
34,11933,9.5
28,11933,6.7
40,11933,6.9
28,11933,6.7
27,11933,7.3
40,11933,6.7
42,11933,6.7
41,11933,8.0
38,11933,7.6
45,11933,8.0
54,11933,6.7
42,11933,8.0
48,11933,7.3
51,11933,7.0
39,11933,8.6
53,11933,7.0
46,11933,7.3
40,11933,8.6
43,11933,7.3
47,11933,7.3
50,11933,7.6
36,11933,8.2
45,11933,7.6
31,11933,8.6
34,11933,7.6
29,11933,8.6
43,11933,8.6
49,11933,7.6
49,11933,7.7
39,11933,8.2
31,11933,7.0
31,11933,7.0
35,11933,7.3
31,11933,7.3
35,11933,7.3
37,11933,7.0
31,11933,7.3
28,11933,6.6
36,11933,7.0
37,11933,8.3
45,11933,8.0
54,11933,7.0
47,11933,7.3
32,11933,8.0
32,11933,7.3
30,11933,7.3
34,11933,7.6
38,11933,7.7
42,11933,7.4
47,11933,7.9
49,11933,8.0
31,11933,7.3
32,11933,6.6
26,11933,7.9
29,11933,7.0
29,11933,6.7
31,11933,7.3
45,11933,8.0
47,11933,7.0
41,11933,7.6
41,11933,7.7
31,11933,7.4
37,11933,7.3
33,11933,7.3
34,11933,7.7
32,11933,6.6
28,11933,7.3
26,11933,7.3
28,11933,7.6
29,11933,7.9
32,11933,6.9
31,11933,6.7
38,11933,7.6
43,11933,8.3
28,11933,7.9
40,11933,6.7
52,11933,7.6
43,11933,8.0
31,11933,7.3
32,11933,7.3
34,11933,7.6
31,11933,6.9
32,11933,7.0
47,11933,7.3
45,11933,8.0
45,11933,8.0
38,11933,8.0
48,11933,7.6
54,11933,7.3
33,11933,7.3
40,11933,8.7
39,11933,7.3
42,11933,6.9
38,11933,8.1
40,11933,7.0
39,11933,8.2
55,11933,8.1
51,11933,8.0
52,11933,7.0
41,11933,7.7
39,11933,7.9
53,11933,8.0
36,11933,7.6
44,11933,8.0
42,11933,7.6
48,11933,8.7
50,11933,8.6
54,11933,8.6
37,11933,8.3
31,11933,7.9
30,11933,8.0
26,11933,7.8
25,11933,7.6
28,11933,7.6
29,11933,7.3
33,11933,7.3
32,11933,8.0
32,11933,9.3
31,11933,7.6
41,11933,7.3
39,11933,7.3
34,11933,7.6
27,11933,7.9
28,11933,7.6
29,11933,7.3
33,11933,7.0
40,11933,7.3
52,11933,7.7
35,11933,6.7
41,11933,8.3
51,11933,6.4
39,11933,8.6
35,11933,7.3
27,11933,7.3
28,11933,6.9
29,11933,7.6
28,11933,7.9
25,11933,7.6
28,11933,7.3
30,11933,7.3
38,11933,7.6
39,11933,8.2
48,11933,7.3
56,11933,7.7
53,11933,7.7
48,11933,8.0
44,11933,8.0
29,11933,7.3
30,11933,6.9
27,11933,7.6
36,11933,7.4
30,11933,7.0
32,11933,7.3
31,11933,6.7
35,11933,7.9
40,11933,7.0
35,11933,6.7
27,11933,7.0
31,11933,7.6
37,11933,7.6
32,11933,7.6
29,11933,7.6
26,11933,7.3
29,11933,6.7
35,11933,7.6
30,11933,7.0
27,11933,8.3
34,11933,7.3
34,11933,7.6
31,11933,7.6
27,11933,7.3
32,11933,7.3
32,11933,7.9
44,11933,8.0
47,11933,6.3
35,11933,7.6
30,11933,8.0
48,11933,9.0
51,11933,7.9
33,11933,7.4
37,11933,8.0
49,11933,7.6
52,11933,8.3
44,11933,8.0
55,11933,8.1
45,11933,7.6
48,11933,7.9
37,11933,7.6
41,11933,8.3
49,11933,8.0
54,11933,7.7
46,11933,7.6
35,11933,7.4
45,11933,7.3
38,11933,7.0
28,11933,7.3
37,11933,8.0
50,11933,8.0
40,11933,7.7
30,11933,7.3
28,11933,8.2
28,11933,7.3
32,11933,7.6
27,11933,6.6
29,11933,7.3
32,11933,6.6
26,11933,7.0
40,11933,8.0
41,11933,7.6
37,11933,7.4
34,11933,7.6
51,11933,7.1
56,11933,8.4
35,11933,7.3
31,11933,7.3
30,11933,6.9
34,11933,7.9
27,11933,7.3
31,11933,6.6
36,11933,8.0
43,11933,8.0
36,11933,7.7
53,11933,7.7
32,11933,6.9
29,11933,7.6
44,11933,7.3
40,11933,7.6
29,11933,7.6
25,11933,7.0
28,11933,7.7
40,11933,7.3
34,11933,7.0
29,11933,7.7
30,11933,7.6
28,11933,7.3
48,11933,7.3
53,11933,7.3
35,11933,7.3
50,11933,7.3
47,11933,7.0
54,11933,8.3
49,11933,8.2
42,11933,7.7
40,11933,6.9
36,11933,7.7
42,11933,8.0
46,11933,8.0
55,11933,7.0
36,11933,8.3
47,11933,7.0
36,11933,8.0
28,11933,7.0
38,11933,7.7
31,11933,7.3
37,11933,7.7
31,11933,7.0
27,11933,7.3
41,11933,8.0
56,11933,7.0
51,11933,7.6
36,11933,7.6
49,11933,7.1
54,11933,8.6
46,11933,7.0
31,11933,8.2
35,11933,8.0
41,11933,7.3
38,11933,7.3
31,11933,7.2
29,11933,6.6
27,11933,7.3
30,11933,7.7
33,11933,7.0
28,11933,7.2
31,11933,6.7
28,11933,8.1
48,11933,7.0
57,11933,8.3
39,11933,8.3
57,11933,8.6
42,11933,8.0
39,11933,7.0
29,11933,7.4
34,11933,7.4
52,11933,7.6
41,11933,8.4
38,11933,6.9
33,11933,7.0
34,11933,7.3
26,11933,7.3
29,11933,6.7
26,11933,7.2
31,11933,6.9
28,11933,7.6
31,11933,7.0
37,11933,7.9
33,11933,8.7
45,11933,7.6
47,11933,6.9
39,11933,8.0
54,11933,8.1
50,11933,7.6
54,11933,7.9
53,11933,7.4
53,11933,7.4
33,11933,7.6
46,11933,8.0
42,11933,7.6
45,11933,7.0
36,11933,7.6
40,11933,8.3
41,11933,7.6
55,11933,7.7
53,11933,7.6
32,11933,7.5
43,11933,7.7
39,11933,7.3
51,11933,8.9
34,11933,7.3
39,11933,7.1
31,11933,7.0
43,11933,7.0
33,11933,8.2
32,11933,8.2
36,11933,7.7
50,11933,7.7
47,11933,7.6
51,11933,7.6
36,11933,7.0
28,11933,8.0
33,11933,7.3
43,11933,7.0
48,11933,8.3
55,11933,7.7
44,11933,7.9
46,11933,7.3
41,11933,7.4
45,11933,7.6
41,11933,8.0
48,11933,7.0
37,11933,7.6
43,11933,8.3
55,11933,7.3
27,11933,7.6
35,11933,6.7
50,11933,7.0
40,11933,7.0
31,11933,7.2
35,11933,6.4
42,11933,8.2
50,11933,7.7
36,11933,7.6
30,11933,7.9
30,11933,6.7
45,11933,8.0
46,11933,7.0
32,11933,7.3
35,11933,8.3
28,11933,6.7
27,11933,7.0
37,11933,7.6
42,11933,7.1
31,11933,7.3
40,11933,9.1
42,11933,8.0
39,11933,7.4
53,11933,8.6
34,11933,7.3
36,11933,8.0
30,11933,7.3
43,11933,7.4
35,11933,7.7
36,11933,7.1
52,11933,8.6
47,11933,7.3
54,11933,7.7
36,11933,7.0
41,11933,8.0
44,11933,6.7
38,11933,8.3
44,11933,6.9
32,11933,7.0
30,11933,7.3
39,11933,8.0
42,11933,8.0
40,11933,8.0
39,11933,7.0
46,11933,8.2
40,11933,8.0
36,11933,7.3
32,11933,6.7
36,11933,8.3
41,11933,7.3
31,11933,8.0
29,11933,7.6
28,11933,7.6
35,11933,8.3
46,11933,7.3
36,11933,7.3
31,11933,6.7
35,11933,7.3
32,11933,7.3
29,11933,7.6
32,11933,7.3
32,11933,7.6
32,11933,6.7
26,11933,7.9
26,11933,7.6
37,11933,7.6
40,11933,7.6
46,11933,7.7
35,11933,7.2
28,11933,8.0
29,11933,7.9
42,11933,7.3
35,11933,7.3
29,11933,7.7
39,11933,7.3
49,11933,7.3
38,11933,7.6
37,11933,7.2
28,11933,8.3
38,11933,7.7
47,11933,6.7
52,11933,8.3
52,11933,8.0
48,11933,7.7
53,11933,8.3
43,11933,8.0
42,11933,7.0
42,11933,7.7
40,11933,8.0
38,11933,7.0
33,11933,8.2
30,11933,8.0
30,11933,8.0
43,11933,7.0
29,11933,7.9
35,11933,6.8
42,11933,8.0
33,11933,7.6
28,11933,7.4
28,11933,7.3
26,11933,7.9
30,11933,7.3
30,11933,8.0
29,11933,7.0
48,11933,8.3
47,11933,6.9
28,11933,7.6
37,11933,8.0
53,11933,6.7
45,11933,7.3
37,11933,7.4
42,11933,7.3
31,11933,7.9
30,11933,7.0
25,11933,7.0
38,11933,8.1
45,11933,7.3
54,11933,8.3
57,11933,8.6
52,11933,7.3
30,11933,7.3
28,11933,7.6
34,11933,7.3
51,11933,8.0
47,11933,7.0
47,11933,9.3
49,11933,7.0
47,11933,7.7
40,11933,6.9
39,11933,7.4
42,11933,7.3
47,11933,8.7
36,11933,7.3
38,11933,7.3
27,11933,6.6
40,11933,8.3
41,11933,7.0
51,11933,7.7
52,11933,7.3
51,11933,7.3
50,11933,7.4
54,11933,7.4
56,11933,8.9
53,11933,7.7
47,11933,7.0
40,11933,7.7
47,11933,8.7
50,11933,6.6
33,11933,7.6
52,11933,7.6
60,11933,7.4
58,11933,6.7
60,11933,7.7
47,11933,8.0
36,11933,7.4
29,11933,7.0
28,11933,7.7
32,11933,7.6
30,11933,7.7
28,11933,7.3
29,11933,7.4
43,11933,7.0
32,11933,8.3
30,11933,6.3
31,11933,7.3
43,11933,8.0
57,11933,7.7
55,11933,7.3
56,11933,8.0
49,11933,8.6
57,11933,7.7
54,11933,8.3
56,11933,7.7
57,11933,8.0
54,11933,7.7
50,11933,8.0
50,11933,8.0
37,11933,8.0
42,11933,7.3
55,11933,7.7
39,11933,7.3
45,11933,8.0
53,11933,8.3
41,11933,7.6
30,11933,7.0
34,11933,7.6
29,11933,7.6
41,11933,8.0
41,11933,6.9
33,11933,8.0
38,11933,7.6
34,11933,7.0
37,11933,7.6
29,11933,7.6
30,11933,7.6
36,11933,6.6
30,11933,7.9
27,11933,7.7
28,11933,7.9
31,11933,8.0
40,11933,7.7
52,11933,7.6
50,11933,7.1
40,11933,7.0
36,11933,7.7
37,11933,7.0
33,11933,7.0
52,11933,8.3
57,11933,8.0
55,11933,7.8
55,11933,7.3
48,11933,8.0
49,11933,8.3
49,11933,7.0
34,11933,8.6
45,11933,8.0
57,11933,7.7
40,11933,7.3
30,11933,7.3
39,11933,6.6
29,11933,7.9
31,11933,7.0
32,11933,8.0
29,11933,6.3
31,11933,7.3
32,11933,7.3
30,11933,7.6
28,11933,8.3
32,11933,6.7
44,11933,7.0
58,11933,7.0
35,11933,6.9
30,11933,7.3
36,11933,7.7
43,11933,8.2
51,11933,7.3
45,11933,7.7
54,11933,8.0
58,11933,7.3
54,11933,7.4
53,11933,8.0
56,11933,8.4
49,11933,7.3
53,11933,7.4
34,11933,7.3
28,11933,6.9
49,11933,7.9
37,11933,7.3
52,11933,7.0
43,11933,9.2
45,11933,8.3
38,11933,7.4
35,11933,8.0
42,11933,7.6
37,11933,6.6
28,11933,8.3
36,11933,7.0
36,11933,6.9
34,11933,7.7
31,11933,7.6
28,11933,6.4
30,11933,7.6
30,11933,6.9
35,11933,7.9
31,11933,7.6
33,11933,7.3
29,11933,7.3
30,11933,7.0
30,11933,7.6
35,11933,8.0
37,11933,7.3
33,11933,7.3
29,11933,6.7
31,11933,6.7
27,11933,7.3
30,11933,6.6
33,11933,7.3
41,11933,7.3
39,11933,7.7
32,11933,7.0
28,11933,7.7
41,11933,8.0
32,11933,8.3
35,11933,7.0
55,11933,8.0
58,11933,7.7
36,11933,7.3
52,11933,7.4
56,11933,8.0
52,11933,8.3
33,11933,7.0
47,11933,7.3
49,11933,8.0
50,11933,7.6
57,11933,7.2
32,11933,7.7
29,11933,7.9
26,11933,6.7
37,11933,7.4
45,11933,8.5
29,11933,7.3
30,11933,7.1
33,11933,7.6
29,11933,6.9
41,11933,7.7
41,11933,7.2
33,11933,7.0
42,11933,8.1
45,11933,7.9
42,11933,7.7
53,11933,7.0
48,11933,7.7
51,11933,8.3
35,11933,7.3
27,11933,8.0
27,11933,6.7
35,11933,8.0
42,11933,7.3
42,11933,7.9
30,11933,7.3
28,11933,7.3
32,11933,7.3
35,11933,8.0
42,11933,7.7
36,11933,8.6
42,11933,7.7
35,11933,6.9
36,11933,9.0
30,11933,7.6
37,11933,7.6
36,11933,7.7
28,11933,7.9
31,11933,6.7
42,11933,8.6
53,11933,7.7
52,11933,8.0
53,11933,7.6
53,11933,7.7
54,11933,7.3
48,11933,7.4
45,11933,7.6
43,11933,7.3
47,11933,7.4
39,11933,7.0
43,11933,7.7
43,11933,7.1
44,11933,7.3
43,11933,6.7
57,11933,7.4
40,11933,7.9
