GPU Util%,GPU Memory,CPU Util%
0,0,0.0
0,0,18.1
3,0,10.1
0,0,5.7
3,153,7.3
4,213,7.2
3,259,6.3
0,11693,6.9
3,11745,6.9
15,11769,7.4
29,11769,9.4
25,11769,8.0
24,11769,8.0
24,11769,9.1
22,11769,8.7
22,11769,7.7
21,11769,8.1
21,11769,8.1
20,11769,8.1
20,11769,8.4
21,11769,8.0
21,11769,8.7
23,11769,8.4
21,11769,8.0
21,11769,8.7
21,11769,8.7
23,11769,9.2
23,11769,9.4
22,11769,8.0
21,11769,7.7
19,11769,8.7
20,11769,8.7
21,11769,7.4
21,11769,9.0
20,11769,7.7
20,11769,9.1
19,11769,7.7
19,11769,7.4
20,11769,7.3
21,11769,9.0
21,11769,8.4
21,11769,8.0
21,11769,7.7
21,11769,7.7
22,11769,8.1
20,11769,8.1
21,11769,8.7
21,11769,9.1
22,11769,7.0
24,11769,7.7
20,11769,7.4
20,11769,8.0
22,11769,8.4
22,11769,9.0
19,11769,8.0
20,11769,8.0
20,11769,9.3
20,11769,8.0
20,11769,7.3
20,11769,7.8
22,11769,8.7
22,11769,9.0
21,11769,8.7
20,11769,8.1
19,11769,8.3
21,11769,8.7
21,11769,7.4
20,11769,8.4
20,11769,8.0
19,11769,8.4
22,11769,8.0
21,11769,7.8
20,11769,9.4
22,11769,9.0
23,11769,8.4
19,11769,8.7
21,11769,9.7
21,11769,7.3
23,11769,7.8
23,11769,8.1
19,11769,8.4
20,11769,9.6
19,11769,7.7
20,11769,8.3
20,11769,8.1
21,11769,8.0
20,11769,7.7
19,11769,8.0
19,11769,8.1
21,11769,7.7
20,11769,8.4
19,11769,7.4
20,11769,7.4
20,11769,8.7
21,11769,7.1
20,11769,9.3
20,11769,7.5
19,11769,7.7
20,11769,8.7
21,11769,7.7
21,11769,7.4
20,11769,9.8
21,11769,7.8
22,11769,8.0
19,11769,8.0
19,11769,9.1
19,11769,8.7
19,11769,8.4
19,11769,7.7
19,11769,8.4
19,11769,8.3
19,11769,8.7
19,11769,9.0
19,11769,8.7
21,11769,9.6
22,11769,9.3
22,11769,8.7
19,11769,7.7
20,11769,9.0
21,11769,8.7
22,11769,9.3
19,11769,7.4
19,11769,8.7
20,11769,8.7
20,11769,8.0
18,11769,7.7
21,11769,8.4
20,11769,7.4
20,11769,8.1
20,11769,9.1
22,11769,9.6
20,11769,7.8
19,11769,7.7
21,11769,8.1
20,11769,7.8
20,11769,8.7
20,11769,7.4
22,11769,7.7
21,11769,7.5
22,11769,8.0
28,11769,7.7
22,11769,8.0
18,11769,9.3
19,11769,7.8
22,11769,8.1
22,11769,8.1
23,11769,8.4
19,11769,7.7
19,11769,9.6
20,11769,7.1
19,11769,8.1
21,11769,9.6
24,11769,10.0
25,11769,7.7
19,11769,8.4
21,11769,8.7
22,11769,8.1
25,11769,8.5
27,11769,8.7
23,11769,8.7
26,11769,8.7
25,11769,8.4
21,11769,7.7
21,11769,8.7
19,11769,8.7
21,11769,8.4
21,11769,8.4
19,11769,8.6
20,11769,8.1
20,11769,7.7
19,11769,8.0
18,11769,7.7
18,11769,7.7
20,11769,8.0
20,11769,8.7
20,11769,8.3
20,11769,8.7
22,11769,8.4
22,11769,8.1
24,11769,6.8
20,11769,8.4
20,11769,8.7
20,11769,7.7
19,11769,8.7
20,11769,8.4
24,11769,8.4
19,11769,8.4
20,11769,8.3
19,11769,9.3
20,11769,7.4
21,11769,8.1
18,11769,8.3
20,11769,8.7
19,11769,7.7
22,11769,7.8
22,11769,9.0
20,11769,8.0
18,11769,8.7
18,11769,7.4
19,11769,8.3
18,11769,7.7
18,11769,7.4
19,11769,8.7
19,11769,7.7
19,11769,7.4
19,11769,8.0
18,11769,9.0
20,11769,8.3
24,11769,8.7
19,11769,8.7
17,11769,8.0
18,11769,8.8
20,11769,9.0
18,11769,7.7
18,11769,8.1
18,11769,8.7
18,11769,8.0
18,11769,8.0
19,11769,8.9
20,11769,8.0
19,11769,9.0
18,11769,8.4
18,11769,8.3
19,11769,7.7
19,11769,7.7
17,11769,7.7
19,11769,8.4
20,11769,8.0
17,11769,7.4
18,11769,7.7
20,11769,7.4
20,11769,8.9
18,11769,10.6
21,11769,8.4
24,11769,8.6
26,11769,9.6
24,11769,7.1
26,11769,8.5
23,11769,9.0
19,11769,9.2
18,11769,7.7
18,11769,8.4
19,11769,7.8
22,11769,7.4
19,11769,8.0
20,11769,8.0
21,11769,8.7
19,11769,8.3
18,11769,9.1
19,11769,8.4
19,11769,8.4
20,11769,8.0
18,11769,7.0
17,11769,6.8
17,11769,7.8
17,11769,8.3
18,11769,8.4
19,11769,7.4
17,11769,8.7
18,11769,8.7
20,11769,9.0
17,11769,7.8
17,11769,8.6
18,11769,8.0
18,11769,8.4
20,11769,8.0
19,11769,9.0
18,11769,7.7
19,11769,9.6
17,11769,7.7
20,11769,9.1
20,11769,8.0
20,11769,7.7
19,11769,7.7
19,11769,8.0
19,11769,8.1
18,11769,8.3
17,11769,7.4
18,11769,8.3
17,11769,7.9
18,11769,7.7
17,11769,8.6
18,11769,8.1
19,11769,7.7
19,11769,7.7
17,11769,7.7
17,11769,7.7
18,11769,9.0
19,11769,7.0
19,11769,7.7
19,11769,8.4
17,11769,8.1
17,11769,8.3
16,11769,7.7
17,11769,7.7
17,11769,8.0
18,11769,7.7
16,11769,8.6
16,11769,7.1
17,11769,9.0
17,11769,8.0
17,11769,8.7
18,11769,8.0
19,11769,7.4
18,11769,8.4
20,11769,7.4
17,11769,8.3
17,11769,7.1
17,11769,8.7
18,11769,7.7
18,11769,7.7
17,11769,8.7
17,11769,8.0
18,11769,8.0
18,11769,8.0
17,11769,7.8
17,11769,7.4
21,11769,8.4
21,11769,7.4
16,11769,7.0
17,11769,7.7
18,11769,6.8
20,11769,7.8
17,11769,7.0
18,11769,7.1
17,11769,7.7
19,11769,8.7
18,11769,7.0
17,11769,7.7
17,11769,9.1
18,11769,7.7
16,11769,8.0
18,11769,8.4
17,11769,7.4
18,11769,8.6
17,11769,7.3
17,11769,7.4
17,11769,7.7
18,11769,8.4
19,11769,8.3
19,11769,8.3
20,11769,8.0
17,11769,8.0
17,11769,7.7
18,11769,8.7
18,11769,7.7
18,11769,8.7
16,11769,8.0
17,11769,9.0
19,11769,9.0
19,11769,8.7
20,11769,8.3
19,11769,8.7
17,11769,8.0
