GPU Util%,GPU Memory,CPU Util%
0,0,0.0
0,0,16.4
0,0,10.1
0,0,5.7
3,161,7.1
5,229,7.2
3,259,6.6
0,259,6.9
0,259,6.6
0,259,6.9
0,259,6.5
0,259,6.3
0,11693,7.2
0,11693,6.6
0,11701,7.1
1,11751,6.2
4,11829,6.8
3,11843,6.6
4,11897,6.5
23,11933,7.2
76,11933,7.6
68,11933,5.9
55,11933,7.3
62,11933,6.6
67,11933,7.3
67,11933,7.0
65,11933,7.5
65,11933,6.6
57,11933,8.2
65,11933,7.5
70,11933,6.3
70,11933,6.6
72,11933,6.6
74,11933,7.5
72,11933,6.4
73,11933,7.5
76,11933,6.6
75,11933,7.2
79,11933,6.4
77,11933,6.9
80,11933,7.0
76,11933,6.7
76,11933,6.6
63,11933,7.0
70,11933,6.6
78,11933,7.2
73,11933,6.3
78,11933,6.7
62,11933,6.9
70,11933,6.6
55,11933,7.0
57,11933,6.3
73,11933,6.9
73,11933,8.2
67,11933,7.6
65,11933,6.9
76,11933,6.6
77,11933,6.6
71,11933,8.2
67,11933,6.2
66,11933,6.7
67,11933,8.2
66,11933,6.6
67,11933,7.0
66,11933,6.9
73,11933,7.2
77,11933,6.6
69,11933,7.2
78,11933,6.3
72,11933,7.3
66,11933,7.9
66,11933,6.9
73,11933,7.0
68,11933,6.3
73,11933,7.2
74,11933,6.6
74,11933,6.3
76,11933,7.5
76,11933,6.0
76,11933,6.3
72,11933,6.6
76,11933,6.6
76,11933,6.9
77,11933,7.3
76,11933,7.2
77,11933,7.5
77,11933,6.6
77,11933,7.6
66,11933,6.9
69,11933,7.6
64,11933,6.6
72,11933,6.6
69,11933,8.5
77,11933,6.6
78,11933,6.2
77,11933,7.2
62,11933,6.9
67,11933,7.3
62,11933,7.9
56,11933,7.3
56,11933,7.0
70,11933,6.9
69,11933,6.9
66,11933,6.9
63,11933,7.3
74,11933,7.2
77,11933,6.6
68,11933,7.3
62,11933,7.6
64,11933,6.9
65,11933,7.0
53,11933,7.0
59,11933,7.2
60,11933,8.2
60,11933,7.6
66,11933,6.6
73,11933,7.3
56,11933,7.6
46,11933,6.6
49,11933,7.3
68,11933,7.3
57,11933,7.0
68,11933,7.2
76,11933,6.6
73,11933,7.0
72,11933,7.9
68,11933,7.8
52,11933,7.9
63,11933,6.9
58,11933,7.6
71,11933,7.6
76,11933,6.9
59,11933,7.6
59,11933,7.2
67,11933,6.9
71,11933,7.2
69,11933,7.0
68,11933,8.2
77,11933,6.6
76,11933,6.6
72,11933,6.6
54,11933,7.0
52,11933,7.2
71,11933,6.6
73,11933,6.9
72,11933,7.2
77,11933,7.6
77,11933,6.9
70,11933,6.6
74,11933,7.6
73,11933,7.2
66,11933,6.9
69,11933,6.6
66,11933,6.6
66,11933,7.3
70,11933,6.6
72,11933,6.9
79,11933,6.9
79,11933,7.6
74,11933,6.6
69,11933,7.3
69,11933,6.6
79,11933,7.3
71,11933,7.6
61,11933,6.9
66,11933,7.2
66,11933,7.6
75,11933,7.9
76,11933,7.0
79,11933,6.9
71,11933,8.2
66,11933,7.2
73,11933,7.3
77,11933,6.6
65,11933,7.3
78,11933,8.0
67,11933,7.6
67,11933,6.6
76,11933,8.3
62,11933,6.9
68,11933,7.3
71,11933,6.4
65,11933,7.9
64,11933,7.2
69,11933,7.2
73,11933,7.7
71,11933,6.9
79,11933,7.2
80,11933,7.0
77,11933,6.3
75,11933,6.6
80,11933,7.0
80,11933,7.3
80,11933,6.6
75,11933,6.9
80,11933,6.9
80,11933,6.9
77,11933,6.3
69,11933,7.3
77,11933,6.9
78,11933,6.6
79,11933,7.6
80,11933,6.9
79,11933,7.6
76,11933,6.9
76,11933,6.9
72,11933,7.0
79,11933,7.3
73,11933,6.7
78,11933,7.6
77,11933,6.9
73,11933,6.9
65,11933,7.0
47,11933,7.9
56,11933,7.5
53,11933,6.6
63,11933,7.9
74,11933,7.2
66,11933,6.6
76,11933,6.9
74,11933,6.6
73,11933,7.3
61,11933,7.6
49,11933,7.9
65,11933,6.9
70,11933,6.6
77,11933,6.9
67,11933,7.8
62,11933,7.0
67,11933,7.2
66,11933,7.5
66,11933,7.3
70,11933,6.7
77,11933,7.3
77,11933,6.6
78,11933,7.5
77,11933,7.3
76,11933,6.0
70,11933,6.3
72,11933,7.5
67,11933,7.3
73,11933,6.6
78,11933,6.6
78,11933,6.2
78,11933,6.9
63,11933,6.7
61,11933,7.6
74,11933,7.6
72,11933,7.5
78,11933,6.6
77,11933,7.0
72,11933,6.6
66,11933,7.8
72,11933,6.6
66,11933,6.6
77,11933,7.9
77,11933,7.6
78,11933,6.9
77,11933,6.9
64,11933,7.3
52,11933,7.2
55,11933,6.9
57,11933,6.7
64,11933,7.6
56,11933,6.9
65,11933,6.9
78,11933,7.2
77,11933,7.6
67,11933,7.3
59,11933,7.8
54,11933,7.3
61,11933,6.9
65,11933,7.0
63,11933,7.3
64,11933,7.6
62,11933,7.2
56,11933,7.8
60,11933,7.5
59,11933,7.2
64,11933,7.2
65,11933,6.6
52,11933,7.2
58,11933,6.7
53,11933,7.5
58,11933,7.3
63,11933,7.9
55,11933,6.6
76,11933,7.2
81,11933,6.6
80,11933,7.6
79,11933,6.9
80,11933,5.9
80,11933,7.6
80,11933,7.2
79,11933,7.2
79,11933,6.6
80,11933,6.3
80,11933,6.6
79,11933,7.2
80,11933,5.6
80,11933,6.6
80,11933,6.3
80,11933,6.6
79,11933,6.9
80,11933,6.8
78,11933,6.9
78,11933,6.6
80,11933,7.5
80,11933,6.9
80,11933,6.9
79,11933,6.3
81,11933,6.2
80,11933,6.9
81,11933,6.6
79,11933,5.3
80,11933,6.2
80,11933,6.9
80,11933,6.3
81,11933,6.6
81,11933,7.2
80,11933,6.6
80,11933,6.6
76,11933,7.2
70,11933,6.6
75,11933,6.3
72,11933,5.9
67,11933,6.3
72,11933,6.6
77,11933,7.2
75,11933,5.5
62,11933,7.6
65,11933,7.6
77,11933,7.2
74,11933,6.9
78,11933,5.9
79,11933,6.6
80,11933,6.2
79,11933,6.9
68,11933,7.9
58,11933,6.0
61,11933,6.9
60,11933,7.3
61,11933,6.3
48,11933,7.6
60,11933,8.5
59,11933,6.9
62,11933,6.6
45,11933,6.9
54,11933,7.9
46,11933,7.6
52,11933,7.3
59,11933,8.1
57,11933,8.2
54,11933,6.9
65,11933,6.6
63,11933,7.2
55,11933,6.9
71,11933,7.6
71,11933,7.9
53,11933,7.8
62,11933,6.4
67,11933,7.3
52,11933,8.2
56,11933,7.0
60,11933,7.3
69,11933,6.3
57,11933,7.9
59,11933,7.2
47,11933,7.2
48,11933,6.6
60,11933,7.9
56,11933,7.2
63,11933,6.9
74,11933,6.9
63,11933,7.3
57,11933,6.3
46,11933,7.9
56,11933,6.3
72,11933,6.6
76,11933,6.3
72,11933,6.6
53,11933,6.9
64,11933,7.3
53,11933,7.2
53,11933,8.2
54,11933,7.9
52,11933,7.6
62,11933,7.2
65,11933,7.0
62,11933,6.6
68,11933,7.9
64,11933,7.0
79,11933,6.3
50,11933,7.2
55,11933,7.3
50,11933,7.6
49,11933,7.6
63,11933,7.6
67,11933,6.3
77,11933,6.6
68,11933,7.6
61,11933,7.3
67,11933,6.7
72,11933,6.6
66,11933,6.9
75,11933,7.5
76,11933,6.0
73,11933,6.2
75,11933,6.6
74,11933,6.3
65,11933,7.0
73,11933,6.9
76,11933,6.9
75,11933,7.6
66,11933,7.0
61,11933,7.6
58,11933,7.6
56,11933,7.9
55,11933,7.0
55,11933,6.6
59,11933,7.3
58,11933,7.3
64,11933,7.3
75,11933,6.3
73,11933,6.6
77,11933,6.3
65,11933,6.9
47,11933,8.5
57,11933,7.6
53,11933,8.2
56,11933,7.0
67,11933,7.6
56,11933,6.9
52,11933,7.6
63,11933,7.0
67,11933,7.6
61,11933,7.3
76,11933,7.2
79,11933,6.9
75,11933,6.6
57,11933,7.0
53,11933,6.9
67,11933,8.2
50,11933,7.2
74,11933,6.3
77,11933,7.8
77,11933,7.2
64,11933,7.7
64,11933,7.3
63,11933,7.6
71,11933,7.6
68,11933,6.3
62,11933,7.5
50,11933,7.3
62,11933,7.3
54,11933,7.6
47,11933,7.5
47,11933,8.2
48,11933,7.0
63,11933,7.0
60,11933,7.5
52,11933,7.6
64,11933,7.0
67,11933,7.6
48,11933,7.3
51,11933,7.5
52,11933,6.7
55,11933,7.0
50,11933,6.6
66,11933,5.9
54,11933,7.6
48,11933,7.3
62,11933,7.3
57,11933,7.3
56,11933,6.9
63,11933,7.6
64,11933,6.9
72,11933,6.6
52,11933,7.9
64,11933,7.3
62,11933,8.2
48,11933,7.3
63,11933,6.9
60,11933,8.2
46,11933,7.0
47,11933,7.6
49,11933,7.7
61,11933,6.9
54,11933,8.2
61,11933,5.9
67,11933,6.9
58,11933,7.6
56,11933,7.6
62,11933,6.9
67,11933,6.6
51,11933,7.9
53,11933,6.7
58,11933,7.2
49,11933,6.9
50,11933,7.9
57,11933,6.9
52,11933,7.2
49,11933,9.5
53,11933,7.5
44,11933,7.3
56,11933,6.9
50,11933,6.9
45,11933,7.0
53,11933,7.6
46,11933,7.2
53,11933,7.6
74,11933,6.6
60,11933,7.6
56,11933,6.0
60,11933,8.2
58,11933,7.2
62,11933,7.2
74,11933,6.6
73,11933,6.9
62,11933,7.3
67,11933,7.5
77,11933,7.9
67,11933,7.0
51,11933,9.1
53,11933,6.3
71,11933,6.9
70,11933,7.6
67,11933,7.3
76,11933,6.9
70,11933,6.9
78,11933,7.3
77,11933,6.9
75,11933,6.6
72,11933,7.6
69,11933,5.9
58,11933,6.6
62,11933,7.3
75,11933,6.6
68,11933,7.9
72,11933,7.0
59,11933,7.7
51,11933,6.8
58,11933,6.7
51,11933,7.6
54,11933,6.9
68,11933,6.6
70,11933,7.3
62,11933,7.0
57,11933,6.2
57,11933,6.3
78,11933,6.3
65,11933,7.8
51,11933,7.0
54,11933,7.7
58,11933,6.6
59,11933,7.5
71,11933,6.6
64,11933,7.3
58,11933,7.6
73,11933,7.6
61,11933,7.6
63,11933,7.4
60,11933,6.9
73,11933,7.8
77,11933,6.3
76,11933,6.9
69,11933,8.2
54,11933,6.9
54,11933,8.3
72,11933,6.6
76,11933,6.6
76,11933,7.2
64,11933,8.2
58,11933,8.2
61,11933,8.2
60,11933,7.6
64,11933,7.6
60,11933,8.2
60,11933,6.9
63,11933,6.9
73,11933,7.2
65,11933,7.0
65,11933,6.6
78,11933,6.6
76,11933,7.0
65,11933,8.8
61,11933,7.6
60,11933,7.6
56,11933,8.2
66,11933,7.3
76,11933,7.9
63,11933,7.2
60,11933,6.3
73,11933,6.9
77,11933,6.9
65,11933,6.9
69,11933,7.2
77,11933,7.6
59,11933,6.9
54,11933,7.6
55,11933,6.6
53,11933,6.9
53,11933,7.6
49,11933,6.9
50,11933,7.9
51,11933,6.9
53,11933,7.3
52,11933,9.2
61,11933,6.6
66,11933,7.8
46,11933,6.9
54,11933,7.6
56,11933,8.9
61,11933,7.0
62,11933,7.2
57,11933,6.9
54,11933,7.2
71,11933,7.2
63,11933,7.3
68,11933,7.3
61,11933,6.9
75,11933,7.8
72,11933,7.5
71,11933,6.9
47,11933,7.6
54,11933,7.3
52,11933,7.5
48,11933,7.5
47,11933,6.9
49,11933,7.7
77,11933,5.9
74,11933,7.7
67,11933,7.2
72,11933,7.6
77,11933,6.9
72,11933,6.6
78,11933,7.2
77,11933,6.9
78,11933,6.9
72,11933,6.9
73,11933,7.0
58,11933,6.6
58,11933,7.6
73,11933,7.3
79,11933,6.6
73,11933,7.0
78,11933,6.6
77,11933,6.9
72,11933,6.6
71,11933,6.9
66,11933,7.6
62,11933,5.9
54,11933,9.8
63,11933,6.3
76,11933,5.9
79,11933,5.9
79,11933,6.9
79,11933,6.9
74,11933,7.3
76,11933,7.6
76,11933,7.0
65,11933,7.5
59,11933,7.3
59,11933,6.9
64,11933,7.3
66,11933,6.9
75,11933,7.6
78,11933,7.3
76,11933,6.3
60,11933,6.6
55,11933,6.9
59,11933,7.3
72,11933,6.9
65,11933,6.6
53,11933,6.9
58,11933,7.0
76,11933,6.9
77,11933,7.6
71,11933,7.2
62,11933,6.9
73,11933,7.2
57,11933,6.3
70,11933,7.6
78,11933,6.6
73,11933,6.6
61,11933,7.6
63,11933,6.6
57,11933,7.9
58,11933,6.7
54,11933,7.2
46,11933,7.6
49,11933,7.7
57,11933,6.3
51,11933,7.9
48,11933,7.0
63,11933,7.8
61,11933,7.3
70,11933,6.9
73,11933,6.3
71,11933,6.6
76,11933,7.3
71,11933,7.2
61,11933,7.3
61,11933,6.7
75,11933,7.5
51,11933,7.3
65,11933,7.6
53,11933,8.2
57,11933,7.2
57,11933,7.2
58,11933,7.3
55,11933,7.9
52,11933,7.3
53,11933,6.6
52,11933,6.9
49,11933,7.8
65,11933,7.2
45,11933,7.3
46,11933,6.7
60,11933,7.3
76,11933,6.7
78,11933,6.3
77,11933,7.2
69,11933,7.9
59,11933,6.9
54,11933,7.3
50,11933,7.3
53,11933,7.6
57,11933,7.9
47,11933,8.2
53,11933,7.0
53,11933,6.9
48,11933,7.6
45,11933,6.8
58,11933,7.3
57,11933,7.0
58,11933,6.9
62,11933,7.9
55,11933,7.3
61,11933,7.2
64,11933,6.3
72,11933,7.9
60,11933,6.6
51,11933,7.3
52,11933,7.9
47,11933,7.9
54,11933,8.0
51,11933,6.9
52,11933,7.9
49,11933,6.6
48,11933,8.5
56,11933,7.3
41,11933,7.9
53,11933,7.6
76,11933,6.2
64,11933,7.3
65,11933,6.2
62,11933,6.6
58,11933,7.9
53,11933,7.6
48,11933,6.6
57,11933,7.7
57,11933,7.0
58,11933,7.9
64,11933,6.3
75,11933,7.0
77,11933,7.5
67,11933,7.3
68,11933,6.9
54,11933,7.5
48,11933,7.3
65,11933,7.2
62,11933,7.3
53,11933,7.3
57,11933,6.6
72,11933,6.7
63,11933,7.0
49,11933,6.6
56,11933,7.8
70,11933,6.6
75,11933,7.8
73,11933,6.9
76,11933,7.3
70,11933,6.3
64,11933,7.0
58,11933,7.6
61,11933,7.0
76,11933,6.6
69,11933,7.9
65,11933,7.9
65,11933,7.0
60,11933,6.2
70,11933,6.6
63,11933,7.2
58,11933,7.6
58,11933,7.9
51,11933,7.2
46,11933,7.5
58,11933,6.9
74,11933,6.2
73,11933,7.6
58,11933,7.9
54,11933,7.2
55,11933,7.2
64,11933,7.0
58,11933,7.2
45,11933,7.3
64,11933,7.3
76,11933,6.3
62,11933,7.6
60,11933,7.2
60,11933,7.3
65,11933,7.3
67,11933,7.5
70,11933,8.2
67,11933,7.9
50,11933,6.9
51,11933,7.3
49,11933,7.2
71,11933,6.9
72,11933,7.1
67,11933,7.6
64,11933,7.2
52,11933,7.2
64,11933,7.6
66,11933,6.9
75,11933,7.2
77,11933,7.2
73,11933,7.2
73,11933,6.6
51,11933,8.2
55,11933,7.3
60,11933,8.0
55,11933,7.9
55,11933,7.3
61,11933,7.2
60,11933,6.0
59,11933,7.3
50,11933,7.6
63,11933,7.2
60,11933,8.2
67,11933,7.6
62,11933,6.9
72,11933,7.2
67,11933,8.0
73,11933,7.6
61,11933,7.7
71,11933,6.3
72,11933,6.3
77,11933,7.6
76,11933,7.2
72,11933,6.9
67,11933,8.3
59,11933,8.5
51,11933,8.5
51,11933,7.6
49,11933,7.4
51,11933,6.6
49,11933,7.9
70,11933,7.6
65,11933,6.3
59,11933,7.6
51,11933,6.6
50,11933,7.0
64,11933,6.9
59,11933,7.2
54,11933,7.3
52,11933,7.0
67,11933,6.9
57,11933,7.3
49,11933,8.0
55,11933,7.3
49,11933,7.3
51,11933,7.3
61,11933,7.6
65,11933,8.0
55,11933,7.3
53,11933,7.5
58,11933,7.7
50,11933,7.0
47,11933,7.0
61,11933,7.9
65,11933,6.6
65,11933,7.9
54,11933,7.9
59,11933,7.3
74,11933,8.0
65,11933,9.0
56,11933,7.3
56,11933,8.8
54,11933,8.2
54,11933,7.6
60,11933,7.9
55,11933,7.3
65,11933,7.3
73,11933,7.9
60,11933,8.2
62,11933,9.4
71,11933,7.9
64,11933,8.0
64,11933,8.2
52,11933,7.7
58,11933,6.0
66,11933,7.6
70,11933,8.2
72,11933,7.6
66,11933,8.7
55,11933,7.3
49,11933,7.6
47,11933,7.7
58,11933,8.2
66,11933,6.6
51,11933,7.3
62,11933,7.6
58,11933,8.0
52,11933,7.5
49,11933,7.9
65,11933,7.6
74,11933,7.9
58,11933,8.0
60,11933,7.6
58,11933,7.5
61,11933,7.6
57,11933,7.6
69,11933,7.6
74,11933,7.7
76,11933,7.3
59,11933,7.2
48,11933,7.0
57,11933,8.2
57,11933,8.3
43,11933,7.6
60,11933,7.2
77,11933,6.7
65,11933,7.0
66,11933,7.3
68,11933,8.0
69,11933,7.6
53,11933,7.3
51,11933,8.0
45,11933,6.7
53,11933,8.6
48,11933,7.2
48,11933,8.5
51,11933,6.7
57,11933,7.8
46,11933,8.3
53,11933,7.8
49,11933,7.2
56,11933,7.3
51,11933,7.9
52,11933,8.0
57,11933,7.3
49,11933,7.9
48,11933,8.3
59,11933,8.2
58,11933,8.2
63,11933,6.6
62,11933,6.6
66,11933,6.7
74,11933,7.6
59,11933,6.9
74,11933,7.3
62,11933,8.2
57,11933,8.3
48,11933,7.9
52,11933,7.9
75,11933,7.7
78,11933,7.5
80,11933,7.3
62,11933,8.6
44,11933,8.2
53,11933,7.6
67,11933,7.7
51,11933,6.9
50,11933,8.2
62,11933,7.0
64,11933,6.9
56,11933,7.3
58,11933,6.9
62,11933,7.6
63,11933,7.9
51,11933,6.9
66,11933,7.6
57,11933,7.3
51,11933,7.3
47,11933,9.2
