GPU Util%,GPU Memory,CPU Util%
0,0,0.0
3,0,21.2
0,0,10.0
0,0,5.7
2,157,7.3
5,217,6.6
3,259,7.2
0,259,6.2
0,259,6.6
0,259,6.6
0,259,6.5
0,259,6.6
0,259,7.0
0,259,6.5
0,259,6.8
0,259,6.6
0,259,6.5
0,259,6.6
0,259,6.9
0,259,5.9
0,259,7.2
0,259,6.6
0,259,6.3
0,259,6.5
0,259,6.9
0,259,6.9
0,259,6.5
0,259,6.6
0,259,6.6
0,259,6.5
0,259,6.9
0,259,6.9
0,259,6.2
0,259,6.6
0,259,6.5
0,259,6.9
0,259,6.6
0,259,6.6
0,259,6.8
0,259,6.6
0,259,6.6
0,259,6.9
0,259,6.3
0,259,6.8
0,259,6.3
0,259,6.6
0,259,6.8
0,259,6.6
0,259,6.5
0,259,6.6
0,259,6.5
0,259,6.6
0,11693,6.5
3,11693,8.2
0,11693,6.2
0,11693,6.6
0,11693,7.1
0,11693,6.9
0,11693,7.2
0,11693,6.2
0,11693,6.9
0,11693,6.3
0,11693,6.8
0,11693,6.5
0,11693,6.9
0,11693,6.3
0,11693,6.8
0,11693,6.6
0,11693,6.5
0,11693,6.6
1,11721,6.8
3,11783,6.7
4,11833,6.6
3,11863,6.2
4,11921,6.6
66,11933,7.2
68,11933,6.9
62,11933,6.6
61,11933,6.9
61,11933,6.9
61,11933,7.2
61,11933,6.6
46,11933,6.9
41,11933,6.7
46,11933,6.8
49,11933,6.3
42,11933,6.6
59,11933,6.6
45,11933,6.5
45,11933,7.0
61,11933,6.9
62,11933,6.3
62,11933,6.6
62,11933,6.9
47,11933,6.9
39,11933,6.3
39,11933,7.2
35,11933,6.6
41,11933,6.8
34,11933,6.6
38,11933,6.9
36,11933,7.5
37,11933,7.2
33,11933,6.6
50,11933,6.6
61,11933,6.6
62,11933,6.9
47,11933,6.6
46,11933,7.2
36,11933,6.6
44,11933,7.3
34,11933,6.6
61,11933,6.2
61,11933,6.9
61,11933,7.0
61,11933,7.2
62,11933,6.6
62,11933,6.6
62,11933,6.6
50,11933,6.9
42,11933,6.6
58,11933,6.0
63,11933,7.2
64,11933,7.2
63,11933,7.2
63,11933,7.2
48,11933,6.2
46,11933,7.2
36,11933,6.6
58,11933,7.2
62,11933,6.6
61,11933,7.1
61,11933,6.3
61,11933,6.9
52,11933,6.2
41,11933,6.5
32,11933,7.2
41,11933,6.7
60,11933,6.2
61,11933,6.3
36,11933,7.2
40,11933,6.6
37,11933,7.2
35,11933,6.6
41,11933,6.9
35,11933,6.9
33,11933,6.6
38,11933,6.6
43,11933,6.6
61,11933,6.6
62,11933,6.3
62,11933,6.0
62,11933,6.9
62,11933,6.6
38,11933,6.6
51,11933,6.6
62,11933,6.6
61,11933,6.9
62,11933,6.9
62,11933,6.3
61,11933,6.6
62,11933,6.6
61,11933,6.3
61,11933,6.9
61,11933,6.6
60,11933,6.3
62,11933,6.9
62,11933,6.9
62,11933,6.9
61,11933,6.3
52,11933,6.6
36,11933,6.7
41,11933,6.9
35,11933,6.9
35,11933,6.6
39,11933,6.6
56,11933,6.3
62,11933,6.9
61,11933,5.9
44,11933,7.2
45,11933,7.0
57,11933,6.9
62,11933,6.9
62,11933,6.2
61,11933,6.6
58,11933,7.5
36,11933,6.9
40,11933,6.6
38,11933,6.8
42,11933,6.3
35,11933,6.9
39,11933,7.2
36,11933,6.9
32,11933,7.2
32,11933,6.9
40,11933,6.9
33,11933,6.6
35,11933,6.9
46,11933,6.8
36,11933,6.4
36,11933,7.5
36,11933,6.2
36,11933,6.9
35,11933,7.0
58,11933,6.9
46,11933,6.6
39,11933,6.9
35,11933,6.9
40,11933,6.9
40,11933,6.6
37,11933,6.8
39,11933,6.9
38,11933,6.6
36,11933,7.5
38,11933,7.2
38,11933,6.9
39,11933,6.6
33,11933,6.9
41,11933,7.2
38,11933,6.6
33,11933,6.6
45,11933,6.6
54,11933,6.9
38,11933,7.2
37,11933,6.9
58,11933,7.2
38,11933,7.8
43,11933,6.6
37,11933,6.6
33,11933,6.6
37,11933,7.2
44,11933,6.6
38,11933,6.6
36,11933,7.2
42,11933,6.6
44,11933,6.6
44,11933,6.6
43,11933,6.6
38,11933,7.2
33,11933,6.6
39,11933,6.9
32,11933,6.9
32,11933,6.9
36,11933,6.9
42,11933,6.6
61,11933,6.3
61,11933,6.9
46,11933,6.7
44,11933,6.6
59,11933,6.9
42,11933,6.8
36,11933,6.3
42,11933,7.2
43,11933,6.6
43,11933,6.9
34,11933,6.9
32,11933,6.6
32,11933,7.5
33,11933,6.6
34,11933,6.6
47,11933,6.6
40,11933,6.6
36,11933,7.2
38,11933,6.9
34,11933,6.6
49,11933,6.3
35,11933,6.9
39,11933,7.0
31,11933,6.8
33,11933,6.6
36,11933,6.9
35,11933,6.9
41,11933,6.9
31,11933,6.8
34,11933,7.5
36,11933,6.6
39,11933,6.6
34,11933,7.5
34,11933,6.3
44,11933,6.9
36,11933,7.2
58,11933,6.3
53,11933,6.6
53,11933,6.9
45,11933,6.9
35,11933,7.2
45,11933,6.3
62,11933,6.9
62,11933,6.6
62,11933,6.7
61,11933,6.3
43,11933,6.3
45,11933,6.6
35,11933,6.6
46,11933,6.3
41,11933,6.6
36,11933,6.6
40,11933,6.6
32,11933,6.6
36,11933,6.6
36,11933,6.9
42,11933,7.3
54,11933,6.6
62,11933,6.9
44,11933,7.2
43,11933,6.9
34,11933,6.6
32,11933,6.6
37,11933,6.6
35,11933,6.9
42,11933,7.2
37,11933,6.6
40,11933,6.9
60,11933,6.9
35,11933,6.6
53,11933,7.3
56,11933,6.6
40,11933,7.2
33,11933,6.6
33,11933,6.6
40,11933,6.9
41,11933,6.6
38,11933,6.6
46,11933,6.9
42,11933,7.2
48,11933,6.6
40,11933,6.9
33,11933,6.6
40,11933,7.5
56,11933,6.2
43,11933,6.6
38,11933,7.2
41,11933,6.3
36,11933,6.6
58,11933,6.6
62,11933,6.9
51,11933,7.2
41,11933,6.2
48,11933,6.9
62,11933,6.9
37,11933,6.6
32,11933,7.2
38,11933,6.6
32,11933,7.2
38,11933,6.6
45,11933,7.2
42,11933,6.9
47,11933,6.6
48,11933,6.9
48,11933,6.6
36,11933,7.2
37,11933,6.3
60,11933,6.6
63,11933,5.9
42,11933,7.2
37,11933,6.6
46,11933,6.6
37,11933,6.9
43,11933,7.5
61,11933,6.3
51,11933,6.9
40,11933,7.9
35,11933,6.3
46,11933,7.2
55,11933,6.6
62,11933,6.3
62,11933,6.9
56,11933,6.3
39,11933,6.5
41,11933,7.2
57,11933,6.6
48,11933,6.2
47,11933,7.5
34,11933,6.6
37,11933,6.8
44,11933,6.6
62,11933,6.6
38,11933,6.6
41,11933,6.7
46,11933,6.6
62,11933,6.6
62,11933,7.3
45,11933,7.2
37,11933,6.6
41,11933,6.6
34,11933,7.6
33,11933,6.2
37,11933,6.6
42,11933,6.9
36,11933,7.2
40,11933,6.6
32,11933,6.9
34,11933,6.6
54,11933,6.6
56,11933,7.2
39,11933,6.6
52,11933,6.6
52,11933,7.2
42,11933,6.3
39,11933,6.9
48,11933,6.9
32,11933,6.9
36,11933,7.2
40,11933,6.2
34,11933,6.6
42,11933,6.9
47,11933,7.2
61,11933,6.6
57,11933,6.9
44,11933,6.3
33,11933,6.9
45,11933,6.6
29,11933,6.9
38,11933,6.6
57,11933,6.6
62,11933,7.5
37,11933,6.6
33,11933,6.6
36,11933,6.8
32,11933,6.6
36,11933,7.0
41,11933,6.9
34,11933,6.6
34,11933,6.5
38,11933,7.2
37,11933,6.6
