GPU Util%,GPU Memory,CPU Util%
3,0,0.0
0,0,18.1
3,0,10.1
3,0,5.6
2,153,7.0
4,223,7.5
4,259,6.5
0,259,6.6
0,259,6.2
0,259,6.6
0,259,6.6
0,259,7.2
0,259,6.2
0,259,6.6
0,259,6.6
0,11693,6.6
0,11693,6.6
0,11693,6.6
2,11735,6.6
4,11811,6.5
3,11835,6.9
5,11897,6.2
16,11933,7.2
78,11933,6.3
74,11933,7.5
59,11933,7.9
60,11933,7.3
78,11933,6.9
79,11933,6.9
77,11933,7.2
77,11933,7.6
78,11933,6.6
64,11933,6.2
68,11933,9.2
78,11933,6.9
76,11933,6.6
77,11933,6.9
78,11933,6.9
78,11933,7.2
74,11933,7.3
73,11933,6.6
63,11933,8.5
67,11933,7.6
78,11933,6.7
77,11933,6.6
79,11933,6.6
79,11933,5.9
78,11933,6.9
78,11933,7.2
79,11933,7.6
58,11933,8.2
58,11933,7.2
48,11933,7.5
52,11933,6.6
52,11933,6.9
65,11933,7.6
62,11933,6.3
53,11933,7.9
57,11933,6.6
61,11933,7.6
59,11933,7.3
65,11933,6.3
61,11933,7.3
53,11933,6.6
59,11933,7.6
76,11933,6.9
79,11933,7.0
78,11933,5.6
77,11933,5.0
72,11933,7.3
60,11933,7.2
61,11933,7.1
62,11933,7.3
67,11933,6.9
50,11933,8.3
48,11933,7.0
64,11933,7.3
78,11933,7.6
58,11933,6.9
61,11933,6.6
56,11933,7.5
61,11933,7.6
61,11933,7.0
71,11933,7.0
76,11933,7.3
64,11933,6.6
54,11933,7.2
47,11933,7.6
55,11933,6.9
57,11933,7.3
72,11933,7.6
74,11933,7.5
74,11933,6.6
48,11933,6.9
63,11933,6.9
60,11933,7.0
65,11933,7.2
76,11933,6.9
53,11933,6.6
61,11933,7.9
51,11933,6.7
58,11933,7.3
55,11933,7.6
62,11933,6.9
77,11933,6.2
78,11933,6.9
51,11933,8.6
46,11933,7.8
53,11933,7.3
50,11933,7.5
52,11933,7.6
48,11933,6.6
52,11933,6.6
56,11933,6.6
61,11933,7.6
57,11933,7.6
55,11933,7.3
54,11933,7.3
54,11933,6.6
51,11933,7.2
53,11933,8.2
52,11933,7.3
53,11933,7.3
61,11933,7.6
60,11933,7.2
58,11933,7.3
67,11933,6.9
79,11933,6.0
75,11933,6.9
68,11933,6.6
71,11933,7.8
78,11933,6.6
77,11933,6.3
77,11933,7.6
55,11933,8.0
55,11933,6.6
58,11933,6.6
53,11933,7.3
53,11933,6.9
56,11933,7.2
59,11933,8.2
62,11933,7.0
58,11933,7.6
52,11933,7.6
66,11933,7.3
79,11933,6.9
76,11933,6.0
78,11933,6.9
79,11933,7.3
54,11933,7.6
63,11933,6.9
63,11933,7.0
53,11933,7.6
48,11933,6.9
52,11933,7.5
61,11933,6.7
56,11933,7.3
67,11933,6.3
57,11933,6.7
67,11933,6.9
54,11933,6.6
57,11933,7.0
59,11933,7.0
63,11933,7.6
62,11933,6.7
58,11933,6.6
68,11933,7.6
66,11933,7.9
72,11933,6.9
63,11933,7.9
56,11933,7.3
52,11933,7.3
53,11933,8.6
68,11933,5.9
66,11933,6.3
56,11933,6.9
53,11933,7.9
56,11933,7.6
57,11933,7.9
61,11933,6.9
62,11933,6.9
57,11933,6.9
58,11933,6.6
55,11933,6.6
70,11933,7.2
60,11933,7.6
64,11933,7.3
55,11933,7.6
61,11933,6.6
78,11933,6.9
74,11933,6.3
75,11933,6.9
74,11933,6.9
77,11933,6.9
66,11933,7.6
69,11933,6.6
63,11933,7.6
62,11933,7.5
57,11933,7.6
53,11933,7.6
64,11933,6.3
79,11933,6.3
79,11933,6.6
79,11933,6.3
80,11933,6.3
76,11933,7.2
78,11933,7.5
70,11933,7.2
60,11933,7.2
54,11933,7.7
47,11933,7.2
60,11933,7.6
60,11933,6.3
64,11933,6.9
67,11933,7.6
59,11933,8.5
59,11933,7.3
57,11933,7.0
53,11933,6.9
50,11933,7.6
63,11933,6.9
56,11933,7.6
44,11933,7.5
56,11933,7.6
58,11933,7.9
59,11933,7.3
53,11933,7.0
58,11933,6.2
74,11933,6.9
77,11933,6.9
54,11933,7.6
55,11933,7.8
58,11933,6.6
60,11933,7.0
66,11933,6.3
69,11933,7.2
73,11933,8.0
54,11933,7.3
51,11933,6.9
53,11933,6.9
62,11933,6.9
70,11933,6.9
58,11933,6.9
45,11933,6.9
56,11933,7.5
53,11933,7.0
53,11933,6.9
64,11933,7.2
75,11933,6.6
56,11933,6.9
58,11933,6.6
60,11933,7.0
70,11933,6.9
78,11933,7.6
57,11933,7.6
57,11933,7.8
55,11933,8.0
65,11933,7.2
62,11933,6.9
66,11933,8.5
49,11933,7.5
57,11933,8.0
50,11933,7.8
52,11933,7.0
65,11933,7.9
76,11933,7.6
60,11933,7.2
50,11933,7.3
56,11933,8.2
62,11933,6.6
60,11933,7.8
66,11933,6.3
67,11933,6.9
78,11933,6.3
69,11933,6.9
50,11933,7.6
64,11933,7.5
79,11933,7.2
77,11933,8.2
78,11933,7.3
74,11933,5.9
79,11933,5.6
73,11933,6.6
