GPU Util%,GPU Memory,CPU Util%
3,0,0.0
0,0,14.5
3,0,10.1
0,0,6.1
3,159,7.1
5,233,7.0
2,259,7.2
0,11693,6.6
2,11725,6.6
4,11799,6.6
4,11833,6.6
3,11859,6.6
3,11923,6.6
22,11933,7.0
61,11933,8.0
57,11933,9.4
55,11933,8.7
54,11933,8.4
56,11933,7.4
49,11933,8.0
52,11933,9.1
51,11933,8.1
49,11933,8.4
46,11933,8.4
48,11933,8.1
50,11933,8.0
46,11933,8.7
47,11933,8.9
49,11933,8.0
47,11933,8.4
47,11933,8.4
45,11933,7.8
47,11933,8.4
46,11933,8.0
51,11933,8.5
51,11933,9.0
53,11933,8.3
48,11933,9.3
49,11933,8.0
47,11933,8.4
48,11933,8.4
52,11933,7.7
56,11933,9.6
48,11933,8.1
47,11933,7.7
48,11933,7.4
58,11933,8.4
64,11933,8.3
65,11933,8.4
50,11933,7.7
49,11933,8.1
49,11933,8.0
51,11933,8.4
48,11933,8.5
48,11933,8.6
46,11933,8.1
46,11933,7.4
46,11933,8.3
47,11933,7.4
46,11933,7.7
50,11933,8.4
49,11933,7.8
48,11933,7.4
47,11933,8.8
50,11933,8.4
52,11933,8.1
58,11933,8.0
57,11933,8.3
51,11933,8.8
49,11933,7.8
47,11933,8.7
47,11933,8.7
48,11933,9.1
53,11933,8.4
48,11933,8.0
45,11933,7.7
49,11933,8.8
47,11933,8.0
50,11933,8.4
54,11933,6.7
62,11933,7.7
61,11933,8.3
49,11933,9.3
47,11933,8.1
50,11933,8.3
52,11933,9.0
47,11933,8.7
50,11933,8.1
48,11933,8.0
46,11933,8.1
51,11933,8.3
49,11933,9.3
55,11933,7.4
53,11933,8.3
49,11933,8.4
53,11933,9.0
53,11933,8.7
58,11933,7.0
58,11933,9.0
49,11933,8.0
48,11933,9.0
50,11933,8.1
49,11933,8.7
49,11933,9.0
50,11933,8.7
54,11933,8.7
52,11933,10.0
54,11933,8.0
56,11933,8.1
54,11933,8.7
48,11933,9.0
45,11933,8.4
46,11933,8.7
50,11933,7.8
49,11933,8.4
49,11933,7.4
44,11933,8.7
48,11933,7.4
50,11933,8.0
54,11933,7.0
50,11933,7.8
49,11933,7.7
50,11933,9.1
51,11933,9.3
48,11933,8.1
46,11933,8.9
48,11933,8.8
46,11933,8.7
50,11933,8.5
52,11933,6.8
56,11933,6.7
47,11933,7.8
45,11933,9.6
46,11933,9.6
53,11933,8.0
48,11933,7.7
51,11933,8.7
46,11933,8.0
45,11933,7.8
45,11933,8.6
45,11933,8.7
47,11933,7.3
57,11933,7.8
57,11933,8.4
46,11933,8.4
48,11933,8.0
48,11933,8.0
51,11933,7.8
48,11933,8.1
49,11933,8.0
47,11933,8.4
48,11933,8.4
48,11933,8.4
52,11933,7.0
50,11933,7.7
50,11933,8.4
50,11933,8.3
49,11933,7.3
49,11933,8.6
50,11933,8.0
46,11933,7.4
46,11933,8.4
47,11933,7.7
51,11933,7.8
52,11933,8.7
52,11933,8.4
47,11933,7.7
45,11933,8.4
49,11933,8.7
57,11933,8.0
60,11933,8.0
54,11933,8.5
52,11933,8.0
46,11933,9.3
48,11933,7.1
47,11933,7.4
51,11933,7.1
46,11933,8.1
48,11933,7.4
47,11933,8.1
53,11933,8.4
54,11933,8.0
58,11933,7.1
60,11933,8.0
56,11933,8.4
56,11933,7.7
50,11933,8.0
51,11933,8.3
47,11933,7.5
47,11933,7.7
48,11933,8.4
57,11933,7.4
63,11933,6.4
56,11933,8.0
51,11933,8.0
48,11933,7.7
46,11933,8.0
52,11933,7.7
46,11933,8.4
50,11933,7.4
53,11933,7.7
58,11933,6.7
55,11933,7.7
45,11933,7.7
49,11933,9.0
47,11933,8.4
46,11933,8.7
49,11933,7.7
52,11933,8.7
50,11933,7.4
46,11933,8.0
46,11933,8.4
45,11933,8.3
45,11933,7.4
56,11933,8.1
58,11933,8.0
56,11933,9.3
52,11933,8.1
54,11933,8.7
54,11933,7.4
54,11933,7.1
54,11933,8.7
51,11933,8.7
50,11933,9.4
45,11933,9.6
46,11933,7.4
48,11933,9.0
46,11933,8.7
45,11933,8.9
45,11933,8.1
49,11933,7.7
45,11933,7.7
47,11933,9.0
47,11933,8.1
47,11933,7.4
47,11933,7.7
48,11933,8.3
48,11933,8.4
45,11933,7.4
46,11933,8.3
46,11933,8.7
44,11933,8.1
46,11933,8.0
47,11933,8.1
50,11933,8.7
46,11933,8.1
45,11933,8.1
50,11933,8.1
54,11933,9.0
51,11933,9.6
49,11933,8.4
51,11933,7.1
47,11933,9.0
56,11933,8.1
48,11933,8.4
47,11933,8.7
46,11933,8.9
46,11933,9.1
49,11933,8.1
53,11933,7.7
47,11933,8.4
50,11933,7.7
50,11933,7.8
45,11933,7.7
45,11933,9.0
45,11933,7.4
44,11933,9.4
46,11933,8.7
48,11933,9.0
48,11933,7.7
49,11933,8.4
47,11933,9.3
47,11933,8.4
47,11933,7.4
47,11933,7.7
45,11933,7.4
45,11933,8.3
46,11933,8.0
45,11933,8.0
48,11933,8.1
47,11933,7.4
46,11933,8.7
44,11933,8.7
45,11933,7.7
45,11933,7.7
46,11933,8.3
47,11933,7.7
48,11933,8.5
49,11933,7.7
50,11933,9.0
52,11933,8.4
52,11933,8.7
50,11933,8.7
56,11933,7.4
51,11933,8.4
46,11933,8.4
48,11933,7.1
46,11933,7.7
47,11933,8.5
47,11933,7.7
46,11933,7.8
47,11933,8.0
43,11933,8.0
47,11933,8.0
44,11933,7.7
42,11933,9.7
48,11933,8.1
46,11933,7.7
48,11933,8.6
51,11933,8.7
46,11933,7.7
48,11933,9.0
46,11933,9.1
47,11933,8.1
52,11933,8.4
47,11933,7.7
47,11933,8.7
48,11933,7.7
46,11933,8.3
46,11933,9.9
48,11933,7.3
48,11933,9.0
51,11933,7.4
49,11933,8.3
50,11933,8.7
55,11933,8.1
46,11933,7.0
45,11933,8.4
45,11933,9.0
45,11933,7.7
49,11933,8.0
47,11933,7.7
50,11933,8.7
51,11933,8.7
44,11933,7.3
45,11933,7.8
45,11933,8.0
50,11933,7.7
45,11933,9.0
46,11933,8.5
45,11933,7.7
46,11933,7.0
45,11933,8.1
46,11933,7.7
45,11933,7.8
48,11933,8.0
48,11933,9.0
47,11933,8.4
46,11933,7.7
44,11933,9.0
46,11933,7.0
44,11933,8.0
45,11933,8.1
47,11933,7.7
48,11933,7.7
44,11933,9.6
43,11933,8.3
44,11933,8.7
49,11933,7.8
47,11933,8.7
51,11933,8.4
56,11933,7.1
46,11933,8.1
50,11933,7.7
50,11933,9.1
52,11933,7.0
49,11933,7.4
45,11933,7.7
49,11933,7.7
48,11933,7.8
48,11933,8.7
48,11933,7.7
45,11933,7.1
54,11933,10.2
54,11933,8.7
49,11933,7.4
54,11933,7.4
50,11933,8.4
47,11933,8.0
45,11933,8.4
50,11933,6.8
56,11933,7.7
53,11933,8.0
48,11933,7.4
45,11933,8.3
46,11933,8.7
46,11933,8.7
43,11933,8.0
44,11933,8.7
45,11933,8.4
45,11933,8.0
44,11933,7.4
44,11933,8.3
46,11933,8.3
44,11933,8.7
45,11933,8.0
44,11933,9.0
45,11933,8.7
46,11933,8.7
45,11933,7.7
44,11933,8.4
44,11933,8.3
46,11933,8.1
45,11933,8.4
46,11933,8.4
46,11933,7.7
48,11933,8.7
47,11933,7.7
46,11933,8.4
46,11933,7.4
51,11933,9.0
44,11933,8.3
44,11933,9.0
42,11933,8.3
48,11933,7.3
50,11933,7.7
43,11933,8.4
46,11933,9.0
45,11933,7.4
42,11933,8.4
43,11933,8.1
44,11933,7.1
43,11933,8.6
43,11933,9.0
43,11933,7.7
44,11933,8.4
43,11933,8.7
46,11933,7.7
44,11933,9.0
47,11933,8.5
45,11933,8.1
46,11933,8.7
44,11933,8.1
43,11933,8.4
45,11933,8.6
45,11933,8.4
46,11933,8.3
44,11933,7.4
48,11933,9.4
48,11933,6.7
45,11933,8.4
45,11933,7.7
42,11933,9.3
46,11933,8.3
45,11933,8.3
43,11933,8.4
44,11933,8.1
45,11933,8.0
48,11933,7.7
46,11933,8.3
43,11933,9.0
44,11933,7.4
43,11933,9.0
44,11933,8.3
45,11933,7.7
45,11933,8.4
48,11933,8.4
43,11933,9.7
45,11933,7.7
45,11933,8.4
45,11933,8.1
45,11933,8.3
45,11933,7.7
52,11933,8.3
47,11933,8.4
45,11933,8.3
51,11933,9.0
43,11933,8.5
48,11933,8.0
48,11933,9.0
45,11933,8.1
44,11933,8.7
45,11933,7.4
44,11933,8.1
45,11933,9.0
45,11933,8.0
43,11933,9.0
45,11933,8.7
44,11933,9.1
47,11933,8.0
47,11933,9.0
46,11933,7.4
53,11933,7.3
46,11933,8.3
44,11933,8.2
44,11933,8.4
44,11933,7.7
46,11933,7.7
47,11933,7.7
41,11933,8.4
43,11933,8.1
42,11933,7.1
47,11933,8.7
46,11933,7.4
45,11933,8.0
43,11933,8.5
44,11933,7.4
45,11933,8.0
43,11933,8.7
43,11933,8.0
51,11933,8.1
49,11933,8.0
43,11933,8.4
45,11933,8.4
45,11933,8.0
47,11933,8.7
47,11933,8.7
45,11933,7.4
45,11933,8.4
44,11933,8.3
47,11933,8.7
55,11933,9.0
50,11933,8.1
44,11933,8.4
44,11933,8.4
44,11933,7.7
45,11933,7.7
43,11933,9.3
45,11933,8.4
47,11933,8.4
50,11933,7.0
57,11933,7.3
48,11933,8.7
45,11933,9.4
41,11933,8.7
45,11933,9.0
43,11933,8.0
43,11933,7.7
41,11933,7.1
42,11933,8.7
45,11933,9.7
43,11933,8.0
45,11933,7.4
42,11933,8.4
43,11933,7.3
41,11933,8.1
45,11933,9.3
45,11933,8.0
46,11933,8.7
44,11933,8.7
44,11933,7.1
42,11933,8.3
42,11933,7.7
45,11933,8.7
48,11933,8.0
52,11933,8.1
47,11933,9.0
45,11933,8.7
46,11933,8.7
45,11933,9.0
51,11933,8.7
48,11933,9.0
48,11933,8.9
46,11933,7.4
45,11933,8.7
44,11933,7.1
45,11933,7.7
42,11933,8.4
44,11933,7.7
44,11933,9.0
42,11933,8.0
42,11933,7.7
45,11933,8.0
44,11933,7.1
45,11933,7.1
42,11933,7.4
47,11933,8.7
44,11933,7.7
43,11933,8.4
44,11933,7.3
44,11933,8.4
44,11933,8.1
44,11933,9.9
44,11933,8.7
46,11933,7.7
45,11933,6.8
45,11933,8.7
46,11933,7.8
43,11933,8.0
41,11933,8.4
45,11933,8.0
45,11933,9.0
41,11933,8.0
47,11933,8.7
43,11933,8.1
44,11933,7.4
45,11933,9.0
46,11933,7.7
48,11933,8.4
48,11933,9.1
52,11933,7.4
55,11933,7.9
57,11933,6.8
57,11933,8.1
52,11933,8.0
42,11933,8.2
47,11933,8.3
48,11933,6.4
51,11933,7.4
52,11933,7.3
52,11933,7.0
53,11933,7.9
53,11933,9.0
62,11933,7.7
57,11933,8.0
49,11933,8.4
45,11933,8.6
47,11933,9.0
44,11933,9.2
51,11933,7.3
57,11933,6.7
58,11933,8.4
49,11933,7.1
41,11933,7.7
43,11933,7.4
56,11933,8.4
52,11933,7.7
46,11933,9.3
50,11933,7.7
47,11933,7.0
40,11933,7.4
49,11933,8.1
47,11933,8.7
42,11933,7.7
42,11933,8.3
44,11933,8.0
42,11933,7.4
44,11933,7.7
42,11933,7.7
43,11933,8.0
47,11933,9.0
