GPU Util%,GPU Memory,CPU Util%
0,0,0.0
0,0,20.0
0,0,10.3
3,0,5.6
3,161,6.1
5,227,7.3
3,259,6.3
0,259,6.3
0,259,6.6
0,259,6.6
0,259,6.7
0,259,6.9
0,259,6.2
0,259,6.6
0,11693,6.6
0,11693,6.6
0,11693,6.2
1,11707,7.3
5,11777,6.2
4,11833,6.6
3,11857,6.3
4,11921,6.9
38,11933,6.6
54,11933,7.0
43,11933,7.3
46,11933,8.0
40,11933,7.9
44,11933,7.6
48,11933,7.3
33,11933,6.6
30,11933,7.6
33,11933,7.6
29,11933,7.7
34,11933,7.3
39,11933,6.7
33,11933,7.3
33,11933,7.3
26,11933,7.2
29,11933,8.0
27,11933,6.9
27,11933,6.6
27,11933,7.6
27,11933,7.0
27,11933,6.9
26,11933,8.0
26,11933,7.6
28,11933,7.0
28,11933,7.6
26,11933,6.9
27,11933,7.6
28,11933,8.2
29,11933,7.0
31,11933,8.2
29,11933,6.6
36,11933,8.0
54,11933,9.0
50,11933,7.3
33,11933,6.7
27,11933,6.6
30,11933,6.9
30,11933,7.7
29,11933,7.0
26,11933,6.9
28,11933,7.3
30,11933,7.6
30,11933,7.6
28,11933,7.6
30,11933,7.0
38,11933,8.2
27,11933,7.9
27,11933,6.3
28,11933,6.9
28,11933,7.6
30,11933,7.5
44,11933,8.3
56,11933,7.4
42,11933,7.3
31,11933,7.6
30,11933,6.7
39,11933,7.0
28,11933,7.3
28,11933,7.6
31,11933,7.6
26,11933,7.3
34,11933,7.0
34,11933,7.6
29,11933,7.0
29,11933,6.6
32,11933,7.3
28,11933,7.0
27,11933,6.9
28,11933,6.6
28,11933,7.9
30,11933,7.6
36,11933,7.0
30,11933,7.9
29,11933,7.5
29,11933,7.3
29,11933,7.3
27,11933,7.0
27,11933,6.6
27,11933,7.9
30,11933,7.2
29,11933,7.7
32,11933,6.3
30,11933,7.6
30,11933,7.9
28,11933,6.6
30,11933,7.6
43,11933,7.3
40,11933,6.7
44,11933,7.0
36,11933,7.0
27,11933,6.9
26,11933,7.3
27,11933,7.3
27,11933,7.6
28,11933,7.6
28,11933,7.3
27,11933,7.3
29,11933,7.6
42,11933,7.3
35,11933,7.3
29,11933,8.2
29,11933,7.6
28,11933,7.3
27,11933,7.3
31,11933,8.0
27,11933,7.2
32,11933,7.3
28,11933,8.6
30,11933,8.2
27,11933,7.6
30,11933,6.9
29,11933,7.0
28,11933,7.3
27,11933,6.9
34,11933,7.3
29,11933,6.9
31,11933,7.3
29,11933,7.6
27,11933,6.6
27,11933,6.9
29,11933,6.6
30,11933,7.6
41,11933,7.6
42,11933,7.3
28,11933,6.4
27,11933,7.3
28,11933,7.3
26,11933,7.6
29,11933,8.2
29,11933,7.3
31,11933,7.4
30,11933,7.3
29,11933,7.6
30,11933,7.3
27,11933,7.3
32,11933,7.3
28,11933,7.0
37,11933,8.0
29,11933,7.6
31,11933,7.7
31,11933,6.3
50,11933,7.7
54,11933,7.3
44,11933,8.2
39,11933,7.9
27,11933,6.6
26,11933,7.0
27,11933,7.0
27,11933,7.6
29,11933,7.3
31,11933,7.0
26,11933,6.9
27,11933,7.3
26,11933,7.3
29,11933,7.9
30,11933,7.3
29,11933,8.2
31,11933,6.6
26,11933,7.3
30,11933,6.7
34,11933,6.4
37,11933,7.2
29,11933,7.6
30,11933,7.3
27,11933,6.9
30,11933,7.9
28,11933,7.2
28,11933,7.3
27,11933,8.0
27,11933,6.9
27,11933,7.3
28,11933,7.9
27,11933,7.3
33,11933,7.6
35,11933,6.9
29,11933,7.0
28,11933,7.6
28,11933,7.6
30,11933,7.0
35,11933,7.6
48,11933,7.6
48,11933,7.6
29,11933,7.0
30,11933,7.3
28,11933,8.3
29,11933,6.6
27,11933,7.6
27,11933,7.3
29,11933,7.2
29,11933,7.3
29,11933,7.6
26,11933,7.0
28,11933,7.6
28,11933,7.0
27,11933,6.6
31,11933,7.3
27,11933,7.6
28,11933,8.0
28,11933,7.3
30,11933,7.3
28,11933,6.6
27,11933,7.2
28,11933,7.3
28,11933,6.7
35,11933,7.3
29,11933,6.9
38,11933,7.3
33,11933,7.0
33,11933,7.6
49,11933,8.0
48,11933,7.7
39,11933,8.3
44,11933,6.9
33,11933,7.6
40,11933,8.0
53,11933,6.7
31,11933,8.3
30,11933,8.2
27,11933,7.4
32,11933,7.6
36,11933,7.6
53,11933,8.0
35,11933,7.0
34,11933,6.7
30,11933,7.0
27,11933,7.6
26,11933,7.6
27,11933,7.3
25,11933,7.6
27,11933,7.0
27,11933,6.9
25,11933,7.3
29,11933,7.0
30,11933,7.3
27,11933,7.3
25,11933,6.9
27,11933,6.6
27,11933,7.3
27,11933,7.3
27,11933,7.2
28,11933,7.0
30,11933,7.3
27,11933,7.3
29,11933,8.0
27,11933,7.3
28,11933,7.3
32,11933,7.9
28,11933,7.0
35,11933,7.6
27,11933,7.0
32,11933,7.0
29,11933,7.0
29,11933,7.6
26,11933,7.0
28,11933,7.3
27,11933,7.3
28,11933,7.6
28,11933,7.6
29,11933,8.2
33,11933,6.9
28,11933,8.0
28,11933,7.3
28,11933,8.2
35,11933,6.6
29,11933,7.0
29,11933,7.3
28,11933,8.2
32,11933,7.0
27,11933,6.6
30,11933,6.6
27,11933,7.3
26,11933,7.0
27,11933,7.2
29,11933,6.7
27,11933,7.2
32,11933,7.9
29,11933,6.7
28,11933,7.3
28,11933,6.7
47,11933,7.6
36,11933,7.0
34,11933,7.0
27,11933,6.9
28,11933,6.9
27,11933,8.0
28,11933,7.0
29,11933,8.3
31,11933,8.8
29,11933,7.2
27,11933,7.0
28,11933,7.6
27,11933,8.9
27,11933,7.0
26,11933,7.6
26,11933,8.3
29,11933,7.6
26,11933,6.9
27,11933,6.6
30,11933,7.9
26,11933,6.9
27,11933,7.7
33,11933,7.6
30,11933,8.0
43,11933,7.0
40,11933,7.6
27,11933,7.3
27,11933,7.3
32,11933,7.0
27,11933,8.2
27,11933,7.3
28,11933,7.3
30,11933,7.7
34,11933,7.3
25,11933,7.3
29,11933,7.3
31,11933,7.9
29,11933,8.3
30,11933,7.3
28,11933,7.6
26,11933,7.9
29,11933,7.3
31,11933,6.9
28,11933,7.3
30,11933,6.9
30,11933,7.0
27,11933,7.0
27,11933,7.3
30,11933,7.3
31,11933,7.3
27,11933,8.2
28,11933,7.6
30,11933,6.6
29,11933,8.0
36,11933,7.0
26,11933,7.0
30,11933,7.0
26,11933,8.2
36,11933,7.3
32,11933,7.3
31,11933,7.3
30,11933,7.3
27,11933,7.3
28,11933,7.6
30,11933,6.6
32,11933,7.6
27,11933,7.3
30,11933,7.6
32,11933,7.8
28,11933,7.0
31,11933,7.3
26,11933,7.2
31,11933,6.7
29,11933,7.6
27,11933,7.3
26,11933,7.3
28,11933,7.0
28,11933,6.7
28,11933,7.6
27,11933,7.3
26,11933,6.7
30,11933,7.6
28,11933,8.9
27,11933,7.3
28,11933,8.6
27,11933,6.7
30,11933,7.0
28,11933,7.9
28,11933,7.0
27,11933,7.6
29,11933,7.3
30,11933,6.7
33,11933,8.6
29,11933,7.0
28,11933,7.6
27,11933,7.3
25,11933,7.0
32,11933,7.9
26,11933,7.6
27,11933,7.0
30,11933,6.6
27,11933,7.6
29,11933,7.6
27,11933,7.6
27,11933,7.6
26,11933,7.6
26,11933,6.9
27,11933,7.9
26,11933,7.6
29,11933,7.3
28,11933,6.3
26,11933,7.6
30,11933,6.9
30,11933,7.3
30,11933,7.3
31,11933,7.6
28,11933,7.3
29,11933,8.2
28,11933,6.6
27,11933,7.3
27,11933,7.3
33,11933,6.3
30,11933,7.2
30,11933,8.0
36,11933,7.3
37,11933,7.6
28,11933,7.6
30,11933,7.3
30,11933,7.3
47,11933,7.7
47,11933,6.6
32,11933,7.3
35,11933,7.6
30,11933,7.3
31,11933,8.3
29,11933,7.9
30,11933,6.9
29,11933,8.3
31,11933,7.9
32,11933,6.3
31,11933,7.6
32,11933,7.6
30,11933,7.0
29,11933,7.0
33,11933,7.3
33,11933,7.3
41,11933,7.0
27,11933,7.6
35,11933,7.7
44,11933,7.6
51,11933,6.7
38,11933,6.9
30,11933,7.0
27,11933,6.9
29,11933,8.0
31,11933,6.6
29,11933,7.3
27,11933,7.6
27,11933,6.9
28,11933,7.0
30,11933,7.7
31,11933,7.2
28,11933,7.0
26,11933,6.9
27,11933,6.9
29,11933,6.9
27,11933,7.6
28,11933,7.3
30,11933,7.3
27,11933,7.0
26,11933,7.6
26,11933,7.0
28,11933,6.3
27,11933,7.3
28,11933,7.0
27,11933,7.3
29,11933,7.3
30,11933,6.9
32,11933,6.9
33,11933,7.6
30,11933,7.0
31,11933,6.7
26,11933,7.9
27,11933,7.6
35,11933,6.6
30,11933,7.3
27,11933,7.6
30,11933,7.6
29,11933,7.0
31,11933,7.6
30,11933,7.0
30,11933,8.2
27,11933,7.6
26,11933,6.6
27,11933,7.3
28,11933,7.3
35,11933,7.9
32,11933,7.3
29,11933,6.6
27,11933,7.6
29,11933,7.0
29,11933,6.6
26,11933,7.6
27,11933,7.3
27,11933,7.3
34,11933,8.0
32,11933,8.2
30,11933,7.6
27,11933,7.3
37,11933,7.0
32,11933,8.0
44,11933,7.3
40,11933,7.3
35,11933,7.2
33,11933,7.3
29,11933,7.2
26,11933,7.6
28,11933,7.9
27,11933,6.7
34,11933,7.0
38,11933,8.2
32,11933,6.6
28,11933,7.0
29,11933,6.9
27,11933,7.6
27,11933,7.3
27,11933,8.2
27,11933,7.0
27,11933,7.6
28,11933,7.9
30,11933,6.9
29,11933,6.6
35,11933,7.3
31,11933,7.6
29,11933,7.6
33,11933,7.9
29,11933,6.9
29,11933,7.6
28,11933,7.3
29,11933,7.3
