GPU Util%,GPU Memory,CPU Util%
0,0,0.0
0,0,19.4
0,0,10.3
3,0,5.7
4,169,6.7
5,237,7.2
2,259,7.3
0,11693,6.3
1,11709,6.9
3,11761,6.3
4,11833,6.3
2,11845,6.9
7,11907,7.0
15,11933,6.2
62,11933,4.8
76,11933,4.9
75,11933,4.5
75,11933,4.5
75,11933,4.5
75,11933,6.1
75,11933,4.9
74,11933,3.9
79,11933,4.2
75,11933,4.5
76,11933,4.5
74,11933,5.2
76,11933,4.5
77,11933,4.2
77,11933,5.2
76,11933,5.2
76,11933,5.3
75,11933,4.2
75,11933,5.3
74,11933,4.6
77,11933,5.2
79,11933,4.2
77,11933,5.6
80,11933,3.9
84,11933,4.2
84,11933,4.8
78,11933,3.2
80,11933,4.9
78,11933,4.9
75,11933,6.2
80,11933,4.9
75,11933,4.5
75,11933,4.2
74,11933,5.2
77,11933,4.9
81,11933,4.8
78,11933,4.9
78,11933,5.2
76,11933,4.9
76,11933,5.2
78,11933,4.2
78,11933,4.5
75,11933,5.8
76,11933,6.6
76,11933,6.2
77,11933,4.9
76,11933,5.2
78,11933,4.6
80,11933,4.2
83,11933,3.5
85,11933,3.2
79,11933,4.9
74,11933,5.2
74,11933,4.5
76,11933,4.2
77,11933,5.2
76,11933,5.5
77,11933,5.2
76,11933,6.2
76,11933,5.2
77,11933,4.2
74,11933,4.9
74,11933,5.5
75,11933,5.5
74,11933,4.9
76,11933,5.6
77,11933,6.2
78,11933,4.6
77,11933,5.2
75,11933,5.5
76,11933,5.6
78,11933,5.5
79,11933,3.9
81,11933,4.9
78,11933,4.2
77,11933,5.5
75,11933,4.9
74,11933,4.9
76,11933,4.9
74,11933,4.9
77,11933,4.5
75,11933,4.6
74,11933,6.2
77,11933,4.9
75,11933,4.8
79,11933,5.8
77,11933,4.8
77,11933,4.9
76,11933,4.9
75,11933,5.5
77,11933,4.9
75,11933,5.6
76,11933,3.9
79,11933,5.5
75,11933,5.2
78,11933,5.2
77,11933,4.2
75,11933,4.6
75,11933,4.9
75,11933,5.5
76,11933,5.3
77,11933,5.2
78,11933,5.5
75,11933,4.9
78,11933,4.2
78,11933,5.5
76,11933,5.2
75,11933,5.6
75,11933,5.6
76,11933,5.6
76,11933,4.9
77,11933,5.5
77,11933,5.2
75,11933,4.6
77,11933,4.9
76,11933,5.6
78,11933,4.8
75,11933,5.2
77,11933,5.8
77,11933,4.9
74,11933,5.2
76,11933,4.2
75,11933,4.6
77,11933,5.2
76,11933,5.2
75,11933,5.5
77,11933,3.8
75,11933,4.6
76,11933,4.5
74,11933,5.3
75,11933,5.6
74,11933,4.9
76,11933,4.2
76,11933,5.5
76,11933,4.6
77,11933,4.2
78,11933,4.9
78,11933,4.9
79,11933,4.9
79,11933,4.9
80,11933,4.9
81,11933,3.2
82,11933,4.2
83,11933,4.2
82,11933,4.9
77,11933,5.6
75,11933,5.6
77,11933,7.5
76,11933,3.9
76,11933,5.6
75,11933,5.6
77,11933,4.2
77,11933,4.9
77,11933,4.6
76,11933,5.2
76,11933,6.0
75,11933,4.9
77,11933,4.5
76,11933,4.5
77,11933,4.2
78,11933,4.8
79,11933,5.2
76,11933,5.6
76,11933,4.6
77,11933,4.5
76,11933,4.9
76,11933,4.6
75,11933,5.2
77,11933,4.5
76,11933,4.2
78,11933,4.6
74,11933,4.9
77,11933,5.2
73,11933,5.2
76,11933,4.5
74,11933,4.6
75,11933,4.5
75,11933,5.6
73,11933,4.2
74,11933,6.2
74,11933,4.9
73,11933,5.2
74,11933,5.2
74,11933,6.2
73,11933,4.3
75,11933,5.2
76,11933,4.8
77,11933,3.8
77,11933,4.5
76,11933,5.2
74,11933,4.9
75,11933,4.9
75,11933,5.8
75,11933,5.9
74,11933,4.9
75,11933,3.9
74,11933,5.5
75,11933,4.2
75,11933,4.9
78,11933,6.2
74,11933,5.2
76,11933,4.2
74,11933,4.5
75,11933,4.9
75,11933,4.9
75,11933,5.6
75,11933,4.5
75,11933,5.9
77,11933,5.9
80,11933,5.2
83,11933,4.5
82,11933,3.5
83,11933,4.2
84,11933,3.9
80,11933,4.5
82,11933,4.6
77,11933,5.3
78,11933,5.6
75,11933,4.6
76,11933,4.6
75,11933,5.2
75,11933,4.9
75,11933,4.9
74,11933,5.5
76,11933,4.2
76,11933,5.2
76,11933,4.5
77,11933,5.2
77,11933,5.2
78,11933,4.2
75,11933,6.5
74,11933,4.9
77,11933,4.9
76,11933,5.2
76,11933,4.5
75,11933,5.6
