GPU Util%,GPU Memory,CPU Util%
0,0,0.0
0,0,19.9
3,0,10.2
0,0,5.7
3,159,7.1
4,227,6.8
3,259,7.6
0,259,6.3
0,259,6.9
0,259,6.6
0,259,6.3
0,259,6.6
0,259,6.9
0,259,6.3
0,259,6.8
0,11693,6.5
0,11693,6.9
0,11693,6.6
0,11693,6.9
2,11729,6.8
4,11793,6.5
4,11833,6.6
4,11879,6.8
4,11933,6.8
60,11933,5.7
82,11933,6.6
82,11933,6.8
80,11933,6.6
80,11933,6.3
58,11933,6.8
74,11933,7.1
53,11933,6.9
59,11933,8.1
53,11933,6.6
51,11933,7.8
52,11933,7.2
54,11933,6.9
63,11933,6.9
65,11933,6.5
65,11933,7.3
57,11933,7.5
50,11933,6.3
45,11933,7.6
58,11933,7.6
71,11933,7.5
69,11933,6.6
69,11933,6.5
69,11933,6.9
69,11933,7.2
69,11933,6.2
70,11933,7.2
69,11933,7.2
76,11933,6.6
80,11933,5.9
75,11933,6.6
68,11933,6.6
68,11933,6.2
68,11933,6.6
68,11933,6.6
60,11933,7.2
69,11933,6.2
80,11933,6.2
80,11933,5.9
81,11933,6.6
80,11933,7.1
80,11933,5.9
65,11933,6.9
57,11933,6.9
56,11933,6.6
48,11933,7.2
59,11933,7.2
58,11933,6.9
77,11933,6.2
80,11933,6.5
69,11933,6.9
64,11933,6.6
66,11933,6.9
44,11933,7.5
52,11933,7.0
58,11933,6.6
76,11933,6.3
80,11933,6.3
79,11933,5.6
80,11933,6.6
74,11933,6.5
70,11933,6.6
55,11933,6.6
60,11933,7.2
47,11933,7.3
52,11933,6.6
53,11933,7.2
65,11933,5.9
80,11933,6.3
58,11933,7.6
56,11933,7.0
74,11933,6.2
63,11933,6.9
49,11933,7.6
62,11933,6.6
60,11933,7.5
66,11933,6.2
60,11933,7.2
73,11933,6.8
59,11933,6.6
70,11933,6.6
65,11933,6.3
54,11933,7.8
57,11933,6.6
63,11933,6.2
58,11933,7.5
52,11933,6.6
58,11933,6.9
60,11933,6.9
60,11933,7.3
56,11933,6.9
52,11933,7.3
47,11933,7.3
50,11933,7.6
53,11933,6.9
54,11933,6.6
53,11933,7.5
55,11933,5.6
65,11933,7.6
60,11933,6.6
72,11933,7.2
52,11933,7.2
57,11933,7.3
58,11933,6.6
56,11933,6.9
