GPU Util%,GPU Memory,CPU Util%
3,0,0.0
3,0,14.5
0,0,10.3
0,0,5.7
3,161,7.5
5,231,6.6
2,259,7.6
0,11693,6.3
1,11713,6.6
3,11769,6.6
20,11769,8.0
22,11769,8.0
23,11769,7.7
20,11769,8.7
22,11769,7.4
20,11769,6.8
20,11769,9.2
21,11769,9.4
25,11769,9.0
24,11769,7.8
22,11769,9.0
21,11769,8.4
21,11769,8.7
21,11769,7.7
21,11769,9.0
19,11769,9.0
21,11769,8.7
22,11769,8.0
22,11769,8.7
22,11769,8.1
22,11769,8.0
22,11769,10.0
22,11769,8.7
20,11769,7.4
20,11769,7.7
21,11769,8.8
22,11769,9.0
21,11769,8.4
20,11769,7.4
20,11769,7.7
21,11769,8.7
21,11769,8.3
20,11769,9.0
21,11769,8.6
19,11769,8.7
22,11769,7.7
20,11769,7.4
21,11769,8.5
22,11769,8.3
25,11769,9.1
22,11769,8.0
20,11769,8.0
20,11769,8.0
21,11769,9.3
20,11769,9.1
20,11769,7.1
20,11769,8.4
21,11769,7.7
20,11769,8.6
20,11769,8.3
21,11769,7.7
21,11769,8.7
22,11769,8.4
25,11769,8.4
23,11769,7.7
22,11769,7.8
24,11769,9.9
22,11769,8.0
20,11769,9.0
20,11769,9.4
21,11769,7.4
20,11769,8.3
22,11769,8.0
19,11769,8.7
21,11769,7.7
21,11769,8.7
20,11769,7.7
20,11769,7.7
23,11769,9.1
21,11769,8.7
22,11769,8.7
20,11769,8.3
19,11769,7.7
21,11769,6.7
20,11769,9.1
20,11769,8.7
22,11769,7.4
21,11769,9.0
20,11769,8.7
21,11769,7.4
19,11769,8.1
20,11769,8.3
19,11769,7.7
19,11769,8.0
20,11769,9.0
21,11769,8.7
19,11769,7.3
20,11769,7.8
28,11769,8.0
24,11769,7.7
23,11769,7.4
20,11769,10.2
24,11769,7.1
20,11769,9.0
21,11769,9.0
21,11769,8.0
21,11769,8.3
20,11769,9.1
19,11769,7.0
19,11769,7.4
22,11769,8.3
21,11769,8.0
20,11769,7.4
20,11769,9.2
21,11769,8.1
20,11769,8.0
19,11769,7.7
19,11769,8.0
19,11769,7.3
19,11769,9.0
19,11769,7.4
20,11769,7.7
19,11769,8.0
19,11769,9.0
19,11769,8.6
19,11769,8.4
20,11769,9.6
24,11769,7.1
20,11769,8.4
20,11769,7.7
19,11769,9.2
20,11769,9.4
20,11769,8.3
21,11769,9.6
22,11769,8.1
19,11769,8.1
19,11769,8.7
18,11769,9.6
19,11769,8.1
20,11769,8.4
19,11769,8.4
