GPU Util%,GPU Memory,CPU Util%
0,0,0.0
0,0,16.4
0,0,10.2
3,0,5.9
2,143,6.8
5,217,6.6
4,259,6.9
0,259,6.6
0,11699,6.9
3,11745,6.2
3,11825,6.9
3,11861,6.6
7,11933,6.6
32,11933,5.9
69,11933,5.2
71,11933,5.6
69,11933,7.3
66,11933,7.3
67,11933,6.9
66,11933,7.7
68,11933,7.9
71,11933,6.0
69,11933,5.6
70,11933,6.3
68,11933,6.6
68,11933,7.6
68,11933,7.0
66,11933,7.6
67,11933,6.3
71,11933,6.9
70,11933,5.3
76,11933,5.0
75,11933,5.7
71,11933,5.9
68,11933,7.3
68,11933,7.3
68,11933,6.6
66,11933,7.3
69,11933,6.6
67,11933,6.3
68,11933,6.7
66,11933,7.2
70,11933,7.7
67,11933,6.6
68,11933,7.2
67,11933,6.6
67,11933,6.7
68,11933,6.9
66,11933,7.0
67,11933,7.3
68,11933,7.6
68,11933,7.0
66,11933,6.6
67,11933,7.0
70,11933,6.0
73,11933,6.6
73,11933,7.6
70,11933,7.6
67,11933,6.6
67,11933,7.3
67,11933,7.3
69,11933,7.3
66,11933,7.3
68,11933,8.5
65,11933,6.7
66,11933,7.3
68,11933,7.4
67,11933,6.7
68,11933,6.7
68,11933,7.0
71,11933,7.2
71,11933,7.0
67,11933,8.3
74,11933,6.3
79,11933,5.0
74,11933,5.6
70,11933,6.7
68,11933,7.3
67,11933,8.5
69,11933,7.3
70,11933,6.9
67,11933,7.3
67,11933,7.0
67,11933,8.0
66,11933,7.0
70,11933,6.9
68,11933,7.6
66,11933,7.3
68,11933,6.6
68,11933,6.9
69,11933,7.0
66,11933,7.0
69,11933,6.4
69,11933,6.6
68,11933,8.0
68,11933,8.0
68,11933,7.0
68,11933,7.6
66,11933,7.0
67,11933,6.7
67,11933,8.0
71,11933,6.3
67,11933,7.0
66,11933,7.0
67,11933,7.6
68,11933,7.0
69,11933,6.3
69,11933,6.7
68,11933,7.3
69,11933,6.6
66,11933,7.6
68,11933,6.9
68,11933,7.0
69,11933,6.3
73,11933,6.6
71,11933,7.2
67,11933,6.3
69,11933,6.7
67,11933,6.3
67,11933,7.7
68,11933,7.6
65,11933,6.9
68,11933,8.0
66,11933,6.6
66,11933,7.3
67,11933,6.0
67,11933,6.7
68,11933,7.7
66,11933,6.7
66,11933,7.6
67,11933,7.3
67,11933,6.6
67,11933,6.7
67,11933,6.9
69,11933,6.0
70,11933,6.9
69,11933,7.3
65,11933,6.3
69,11933,6.3
67,11933,6.6
66,11933,6.6
65,11933,6.6
67,11933,7.3
66,11933,7.0
69,11933,7.0
66,11933,6.3
67,11933,7.6
67,11933,6.3
67,11933,6.9
70,11933,6.3
67,11933,7.0
67,11933,7.0
67,11933,6.6
66,11933,6.0
64,11933,8.2
66,11933,7.0
66,11933,7.3
65,11933,7.0
66,11933,6.9
66,11933,7.3
67,11933,6.6
67,11933,6.7
65,11933,7.9
67,11933,6.3
66,11933,7.7
67,11933,7.3
67,11933,6.6
65,11933,6.3
67,11933,5.7
69,11933,6.6
71,11933,6.6
67,11933,6.9
66,11933,6.0
66,11933,7.3
67,11933,6.9
68,11933,7.7
67,11933,5.9
65,11933,7.4
68,11933,6.6
65,11933,7.0
69,11933,6.9
67,11933,7.7
67,11933,7.3
68,11933,6.6
66,11933,6.6
66,11933,6.3
70,11933,8.0
69,11933,6.4
74,11933,7.2
68,11933,7.9
69,11933,7.3
70,11933,6.6
68,11933,6.6
66,11933,7.3
65,11933,8.0
68,11933,7.6
66,11933,6.9
67,11933,7.0
66,11933,5.7
66,11933,7.0
65,11933,7.3
64,11933,6.6
64,11933,7.6
64,11933,6.7
65,11933,7.0
64,11933,6.7
68,11933,6.9
65,11933,6.0
63,11933,6.0
67,11933,6.0
67,11933,6.9
69,11933,5.6
67,11933,5.9
69,11933,6.7
65,11933,6.9
65,11933,6.3
65,11933,6.9
65,11933,5.7
67,11933,6.9
66,11933,6.3
67,11933,6.3
69,11933,7.0
66,11933,5.0
68,11933,5.3
69,11933,5.3
73,11933,6.6
67,11933,6.3
69,11933,6.6
75,11933,4.6
76,11933,5.7
77,11933,5.2
72,11933,6.3
70,11933,5.2
70,11933,5.6
72,11933,6.0
67,11933,5.7
70,11933,6.6
67,11933,6.0
66,11933,7.0
66,11933,6.3
69,11933,5.3
75,11933,6.0
76,11933,7.6
69,11933,6.3
73,11933,6.3
72,11933,6.0
70,11933,6.0
74,11933,6.6
70,11933,6.0
66,11933,6.3
69,11933,6.0
70,11933,6.3
72,11933,5.9
71,11933,6.9
65,11933,6.0
64,11933,7.0
63,11933,6.6
66,11933,6.9
67,11933,6.9
66,11933,6.6
70,11933,5.6
73,11933,6.0
68,11933,6.3
69,11933,6.6
66,11933,7.3
66,11933,7.0
62,11933,6.9
67,11933,4.6
68,11933,7.3
68,11933,5.3
66,11933,6.0
64,11933,7.3
66,11933,7.9
65,11933,6.6
66,11933,6.6
67,11933,7.0
65,11933,7.6
68,11933,7.3
70,11933,6.6
70,11933,6.0
69,11933,7.6
68,11933,5.9
69,11933,7.5
66,11933,7.0
66,11933,7.6
66,11933,6.3
66,11933,6.7
65,11933,6.6
65,11933,6.4
65,11933,6.6
67,11933,7.0
69,11933,6.9
73,11933,5.2
73,11933,6.6
72,11933,6.3
69,11933,6.6
65,11933,7.0
68,11933,7.0
66,11933,6.9
64,11933,6.0
66,11933,6.4
64,11933,8.2
67,11933,6.6
66,11933,7.0
65,11933,7.0
66,11933,6.6
66,11933,6.3
66,11933,7.3
65,11933,6.3
68,11933,6.6
65,11933,7.6
63,11933,7.0
64,11933,6.3
67,11933,6.0
66,11933,5.6
64,11933,6.6
65,11933,7.0
63,11933,6.9
65,11933,6.3
68,11933,6.2
66,11933,5.6
66,11933,6.0
66,11933,6.0
64,11933,7.0
64,11933,7.0
66,11933,6.3
68,11933,7.6
66,11933,7.3
66,11933,6.0
65,11933,5.6
70,11933,5.3
67,11933,6.0
66,11933,7.0
66,11933,7.6
66,11933,7.6
66,11933,6.6
65,11933,6.3
65,11933,6.9
64,11933,7.0
65,11933,7.6
65,11933,6.4
63,11933,7.0
63,11933,6.3
65,11933,7.6
67,11933,7.3
64,11933,6.6
65,11933,6.7
64,11933,7.0
67,11933,6.0
64,11933,7.0
65,11933,6.6
66,11933,7.6
63,11933,7.0
65,11933,6.0
64,11933,7.5
65,11933,7.1
64,11933,6.6
64,11933,6.6
66,11933,5.9
67,11933,6.3
66,11933,7.3
68,11933,6.6
67,11933,7.0
67,11933,7.3
67,11933,7.0
65,11933,6.6
65,11933,7.0
64,11933,6.9
65,11933,6.7
63,11933,5.6
65,11933,7.0
63,11933,8.3
62,11933,7.0
65,11933,6.9
64,11933,7.4
64,11933,6.0
63,11933,8.3
63,11933,7.6
64,11933,7.2
64,11933,7.4
64,11933,7.6
65,11933,6.7
65,11933,7.3
64,11933,6.9
64,11933,7.3
67,11933,6.9
65,11933,7.6
64,11933,6.6
66,11933,6.0
67,11933,6.6
68,11933,6.3
67,11933,7.2
67,11933,6.7
68,11933,7.0
64,11933,7.3
63,11933,7.6
66,11933,6.9
67,11933,7.0
63,11933,6.0
64,11933,7.7
65,11933,7.6
64,11933,6.7
66,11933,6.6
68,11933,6.3
65,11933,6.3
64,11933,6.3
64,11933,8.6
65,11933,7.0
62,11933,7.6
63,11933,7.0
63,11933,6.7
63,11933,6.3
67,11933,5.9
66,11933,6.9
68,11933,6.9
67,11933,6.0
64,11933,6.0
63,11933,7.7
61,11933,6.7
64,11933,6.6
62,11933,6.6
64,11933,7.7
61,11933,7.6
62,11933,6.4
63,11933,7.6
66,11933,7.6
66,11933,7.6
65,11933,7.0
64,11933,7.6
69,11933,6.7
66,11933,6.9
64,11933,7.6
63,11933,6.3
62,11933,7.7
61,11933,7.4
64,11933,7.3
63,11933,6.6
62,11933,7.0
63,11933,7.6
63,11933,7.3
66,11933,8.0
64,11933,7.0
64,11933,7.6
65,11933,6.3
65,11933,7.6
68,11933,6.3
63,11933,6.4
62,11933,6.9
63,11933,7.7
65,11933,6.9
65,11933,7.6
64,11933,6.9
64,11933,7.3
62,11933,6.9
65,11933,6.3
64,11933,6.4
62,11933,7.9
66,11933,7.9
66,11933,7.0
66,11933,6.0
63,11933,7.1
64,11933,7.6
63,11933,7.3
62,11933,6.7
67,11933,7.3
63,11933,6.7
62,11933,6.7
64,11933,7.3
64,11933,7.3
63,11933,6.0
66,11933,7.0
65,11933,6.7
66,11933,6.6
64,11933,7.6
65,11933,6.6
68,11933,4.6
70,11933,5.3
68,11933,5.6
68,11933,5.3
74,11933,3.6
74,11933,4.7
67,11933,6.6
68,11933,6.3
64,11933,7.3
61,11933,6.6
62,11933,7.0
63,11933,6.9
63,11933,7.0
64,11933,7.0
66,11933,6.4
70,11933,6.4
71,11933,7.2
71,11933,7.0
66,11933,6.6
62,11933,7.3
63,11933,6.3
62,11933,7.0
66,11933,5.9
67,11933,6.0
62,11933,7.0
62,11933,6.6
61,11933,8.0
61,11933,7.0
64,11933,7.6
62,11933,7.0
61,11933,7.6
63,11933,6.9
62,11933,7.3
64,11933,8.2
65,11933,7.3
65,11933,6.3
62,11933,7.6
61,11933,7.3
60,11933,7.3
62,11933,7.6
64,11933,6.4
61,11933,6.7
65,11933,6.6
67,11933,7.0
66,11933,7.3
61,11933,6.7
64,11933,6.3
64,11933,8.0
64,11933,6.7
65,11933,7.6
63,11933,6.7
62,11933,7.0
65,11933,7.3
65,11933,6.3
62,11933,6.3
63,11933,6.3
69,11933,7.3
67,11933,5.9
67,11933,7.2
64,11933,6.7
65,11933,6.6
62,11933,7.0
62,11933,6.7
61,11933,7.6
60,11933,6.6
61,11933,8.0
66,11933,6.6
63,11933,5.7
61,11933,7.0
61,11933,6.6
62,11933,7.0
65,11933,6.9
63,11933,7.3
63,11933,6.9
63,11933,6.6
61,11933,7.6
61,11933,6.7
60,11933,6.3
64,11933,7.6
64,11933,6.3
64,11933,6.0
61,11933,7.2
63,11933,7.3
62,11933,7.6
65,11933,6.9
63,11933,6.4
63,11933,6.6
62,11933,6.0
61,11933,6.3
65,11933,6.9
65,11933,7.3
67,11933,7.0
62,11933,6.7
64,11933,6.3
67,11933,7.3
64,11933,5.7
62,11933,7.9
64,11933,6.3
62,11933,7.3
64,11933,7.0
65,11933,7.9
63,11933,6.8
63,11933,8.3
62,11933,7.0
62,11933,7.3
60,11933,7.4
61,11933,6.9
61,11933,6.0
63,11933,6.3
63,11933,7.3
61,11933,6.7
64,11933,6.7
65,11933,5.7
64,11933,7.6
62,11933,5.6
62,11933,6.7
65,11933,6.3
63,11933,7.3
66,11933,6.6
64,11933,6.4
62,11933,7.6
63,11933,6.7
61,11933,6.3
61,11933,6.7
61,11933,7.9
61,11933,6.7
59,11933,7.3
59,11933,6.6
60,11933,7.6
62,11933,6.9
60,11933,7.3
61,11933,7.3
60,11933,6.7
63,11933,6.3
61,11933,6.0
63,11933,5.6
62,11933,6.3
63,11933,7.3
63,11933,7.3
63,11933,7.3
60,11933,6.7
62,11933,6.3
62,11933,7.0
65,11933,7.0
64,11933,6.6
63,11933,5.7
66,11933,7.3
63,11933,5.7
62,11933,6.9
61,11933,8.3
60,11933,6.9
62,11933,6.7
62,11933,8.0
62,11933,7.0
62,11933,6.3
63,11933,6.0
60,11933,6.3
61,11933,7.1
62,11933,7.6
64,11933,7.3
64,11933,8.0
61,11933,7.6
62,11933,8.0
61,11933,6.0
62,11933,6.3
62,11933,7.0
61,11933,7.3
61,11933,8.0
64,11933,6.3
62,11933,6.6
62,11933,7.3
63,11933,7.6
65,11933,6.3
63,11933,7.6
61,11933,7.9
61,11933,6.9
61,11933,6.7
61,11933,7.0
67,11933,6.4
63,11933,7.6
62,11933,6.7
64,11933,6.9
61,11933,7.0
62,11933,6.3
64,11933,6.0
62,11933,6.6
63,11933,7.0
62,11933,6.7
63,11933,6.9
62,11933,7.7
61,11933,7.0
62,11933,7.0
60,11933,6.7
62,11933,6.3
62,11933,7.3
60,11933,7.0
61,11933,7.3
60,11933,7.1
61,11933,7.6
61,11933,8.2
61,11933,7.0
61,11933,7.6
62,11933,7.2
61,11933,7.4
65,11933,6.6
62,11933,6.6
61,11933,7.4
62,11933,6.3
63,11933,6.6
62,11933,7.0
63,11933,7.6
61,11933,7.4
31,11933,6.6
0,11905,6.6
2,11717,7.0
0,0,7.9
