GPU Util%,GPU Memory,CPU Util%
0,0,0.0
3,0,17.4
0,0,10.6
0,0,5.8
3,159,7.4
4,233,6.3
3,259,7.3
0,259,6.6
0,11693,6.3
2,11731,6.6
4,11807,6.3
4,11843,6.9
8,11909,6.3
23,11933,5.5
78,11933,4.2
78,11933,6.1
74,11933,4.9
73,11933,5.9
73,11933,4.9
77,11933,5.5
76,11933,5.2
79,11933,4.5
78,11933,5.2
78,11933,4.9
76,11933,5.2
76,11933,5.2
76,11933,5.2
75,11933,5.2
75,11933,5.9
74,11933,5.2
76,11933,4.2
75,11933,5.9
74,11933,6.5
78,11933,4.2
75,11933,4.2
75,11933,5.2
75,11933,5.6
74,11933,4.9
74,11933,5.9
74,11933,5.5
74,11933,5.2
75,11933,5.6
76,11933,5.9
77,11933,4.9
76,11933,4.5
74,11933,6.5
76,11933,4.6
76,11933,5.6
76,11933,4.9
77,11933,4.9
76,11933,5.5
75,11933,5.2
75,11933,4.9
75,11933,4.9
74,11933,4.2
76,11933,4.9
78,11933,5.3
77,11933,5.2
75,11933,5.6
74,11933,5.9
76,11933,5.2
78,11933,5.2
77,11933,5.5
75,11933,5.2
77,11933,5.6
75,11933,5.9
76,11933,5.2
76,11933,3.9
75,11933,4.9
77,11933,5.2
75,11933,5.2
75,11933,5.2
77,11933,4.9
74,11933,4.9
76,11933,5.2
76,11933,4.2
75,11933,5.5
76,11933,4.9
75,11933,5.5
76,11933,4.2
76,11933,4.2
75,11933,5.9
74,11933,5.2
73,11933,4.5
77,11933,5.2
74,11933,4.9
75,11933,5.3
79,11933,4.2
78,11933,5.5
77,11933,5.2
78,11933,5.5
75,11933,5.2
78,11933,4.9
76,11933,5.5
74,11933,4.9
75,11933,5.9
73,11933,5.5
74,11933,4.9
75,11933,5.8
75,11933,4.2
75,11933,5.9
73,11933,5.2
75,11933,5.6
75,11933,4.9
73,11933,5.3
77,11933,4.5
77,11933,5.3
75,11933,4.2
75,11933,5.9
78,11933,4.9
76,11933,4.2
76,11933,5.2
77,11933,4.6
76,11933,4.9
74,11933,5.9
74,11933,5.3
76,11933,3.5
75,11933,4.5
77,11933,3.5
75,11933,5.2
74,11933,4.2
75,11933,4.5
75,11933,5.2
74,11933,5.3
77,11933,5.6
75,11933,4.2
75,11933,5.3
75,11933,5.9
74,11933,4.6
77,11933,5.2
76,11933,4.9
75,11933,4.9
75,11933,4.5
76,11933,4.5
73,11933,5.9
74,11933,4.6
77,11933,4.9
75,11933,4.6
76,11933,5.2
76,11933,5.9
74,11933,4.9
72,11933,5.9
73,11933,5.2
75,11933,5.6
77,11933,4.9
77,11933,4.6
75,11933,5.2
75,11933,5.2
76,11933,5.2
73,11933,5.2
76,11933,5.2
75,11933,5.2
75,11933,4.9
78,11933,4.5
77,11933,4.9
79,11933,5.5
78,11933,5.2
75,11933,4.6
77,11933,5.3
76,11933,4.2
74,11933,4.9
73,11933,6.5
75,11933,4.6
74,11933,4.6
74,11933,4.6
74,11933,4.6
74,11933,5.2
76,11933,5.2
75,11933,5.2
76,11933,5.5
76,11933,5.5
74,11933,5.2
78,11933,4.5
74,11933,5.2
75,11933,6.2
76,11933,4.2
75,11933,5.2
73,11933,5.5
75,11933,4.6
73,11933,4.9
73,11933,4.9
74,11933,5.2
75,11933,4.5
73,11933,5.2
73,11933,5.2
74,11933,5.2
76,11933,4.2
75,11933,5.2
74,11933,4.9
74,11933,4.9
73,11933,5.2
75,11933,5.9
75,11933,4.2
77,11933,5.5
75,11933,4.5
76,11933,4.9
76,11933,5.2
74,11933,5.2
77,11933,4.9
76,11933,4.6
74,11933,4.9
73,11933,6.2
75,11933,4.5
75,11933,4.6
77,11933,4.9
76,11933,5.9
75,11933,5.2
74,11933,5.2
76,11933,5.2
74,11933,4.9
75,11933,6.2
72,11933,5.9
74,11933,4.5
76,11933,4.9
79,11933,4.2
80,11933,3.1
85,11933,2.8
77,11933,4.8
76,11933,4.5
78,11933,4.5
77,11933,4.2
76,11933,5.6
74,11933,4.5
75,11933,5.5
74,11933,4.9
76,11933,5.6
75,11933,4.6
77,11933,4.2
78,11933,4.6
76,11933,4.6
75,11933,4.9
75,11933,4.9
75,11933,3.9
75,11933,5.2
77,11933,6.5
79,11933,3.9
80,11933,4.9
79,11933,5.6
75,11933,3.9
76,11933,6.2
74,11933,5.6
77,11933,5.2
74,11933,6.2
74,11933,5.2
73,11933,5.2
75,11933,5.9
76,11933,5.2
76,11933,5.2
76,11933,4.9
76,11933,5.3
76,11933,5.2
75,11933,5.6
73,11933,4.5
74,11933,5.2
74,11933,4.9
76,11933,4.6
74,11933,4.9
73,11933,4.6
73,11933,5.9
44,11933,6.2
0,11933,6.6
1,11715,6.6
0,0,5.9
