GPU Util%,GPU Memory,CPU Util%
0,0,0.0
0,0,15.7
0,0,10.3
0,0,5.7
2,149,7.1
5,221,7.0
4,259,6.9
0,259,6.2
0,259,6.6
0,259,6.6
0,259,6.3
0,259,6.6
0,259,6.6
0,259,6.9
0,11693,6.6
0,11693,6.3
0,11693,6.8
1,11701,6.6
3,11749,6.6
4,11827,6.6
4,11843,6.6
4,11911,6.6
24,11933,6.6
82,11933,6.6
83,11933,6.3
73,11933,6.6
59,11933,7.8
52,11933,7.3
59,11933,6.6
56,11933,7.2
59,11933,6.6
54,11933,6.9
50,11933,7.2
57,11933,7.3
52,11933,8.3
55,11933,7.6
70,11933,6.9
69,11933,7.3
71,11933,7.6
72,11933,6.3
79,11933,7.6
54,11933,7.7
62,11933,7.5
60,11933,6.0
61,11933,6.7
53,11933,8.2
50,11933,8.4
58,11933,6.3
76,11933,7.3
73,11933,7.0
74,11933,7.3
64,11933,7.6
61,11933,7.9
54,11933,7.9
43,11933,8.0
53,11933,8.6
63,11933,6.9
68,11933,7.3
71,11933,7.0
65,11933,8.5
55,11933,6.6
65,11933,7.0
77,11933,6.9
70,11933,7.3
78,11933,6.6
78,11933,6.7
75,11933,8.8
63,11933,7.0
65,11933,7.0
78,11933,6.3
79,11933,6.9
60,11933,7.0
57,11933,7.3
56,11933,7.0
62,11933,7.6
65,11933,6.6
78,11933,6.4
74,11933,6.9
74,11933,6.6
78,11933,6.6
61,11933,6.3
57,11933,7.6
51,11933,7.3
58,11933,7.9
69,11933,7.2
72,11933,6.9
57,11933,7.3
68,11933,6.3
76,11933,6.7
58,11933,6.6
66,11933,6.4
65,11933,7.3
71,11933,7.3
69,11933,6.7
74,11933,7.6
59,11933,6.0
63,11933,6.3
76,11933,7.6
78,11933,7.9
78,11933,6.6
74,11933,6.3
68,11933,7.9
56,11933,7.3
59,11933,7.7
62,11933,7.3
47,11933,7.9
62,11933,6.9
69,11933,5.9
77,11933,6.3
78,11933,6.3
73,11933,6.6
71,11933,7.3
70,11933,7.0
69,11933,7.0
69,11933,6.7
62,11933,6.3
62,11933,7.0
67,11933,6.9
53,11933,7.0
59,11933,7.9
48,11933,7.3
46,11933,7.3
59,11933,7.3
55,11933,7.6
57,11933,7.0
74,11933,7.3
53,11933,8.2
60,11933,8.2
71,11933,7.3
78,11933,6.9
79,11933,6.3
65,11933,7.0
57,11933,7.6
63,11933,7.6
55,11933,7.3
55,11933,6.7
62,11933,6.6
60,11933,7.3
64,11933,7.2
74,11933,6.7
78,11933,6.6
67,11933,8.0
63,11933,7.0
60,11933,7.0
69,11933,7.3
65,11933,6.4
67,11933,7.7
68,11933,7.9
61,11933,7.0
58,11933,7.3
65,11933,7.9
58,11933,6.3
47,11933,7.3
68,11933,7.2
79,11933,6.3
73,11933,6.3
71,11933,6.4
63,11933,6.9
66,11933,7.3
74,11933,6.6
71,11933,6.7
63,11933,6.7
60,11933,8.2
54,11933,7.3
56,11933,6.6
63,11933,6.0
59,11933,6.3
68,11933,6.7
69,11933,7.6
62,11933,6.3
50,11933,6.6
61,11933,6.0
69,11933,6.7
77,11933,6.9
70,11933,7.3
73,11933,6.3
74,11933,7.3
77,11933,7.2
68,11933,7.3
66,11933,7.3
51,11933,7.6
57,11933,7.4
72,11933,7.0
60,11933,6.6
63,11933,7.3
62,11933,8.0
74,11933,7.0
78,11933,6.7
78,11933,7.0
74,11933,6.9
76,11933,6.6
57,11933,6.9
70,11933,7.3
58,11933,6.7
50,11933,7.3
57,11933,7.6
74,11933,6.3
58,11933,7.9
47,11933,7.3
57,11933,7.3
55,11933,6.7
57,11933,7.3
70,11933,7.3
73,11933,6.7
77,11933,6.6
78,11933,6.6
58,11933,7.6
62,11933,5.9
73,11933,7.3
73,11933,7.3
78,11933,7.6
73,11933,6.6
74,11933,8.2
67,11933,6.0
64,11933,7.3
64,11933,7.6
70,11933,6.3
69,11933,7.0
74,11933,7.0
76,11933,7.0
58,11933,7.6
55,11933,7.3
64,11933,7.2
64,11933,6.7
67,11933,7.6
64,11933,7.0
57,11933,6.6
68,11933,7.6
58,11933,7.0
59,11933,7.6
58,11933,6.7
67,11933,6.7
80,11933,6.3
74,11933,6.3
59,11933,7.3
62,11933,7.6
61,11933,6.9
57,11933,7.3
63,11933,7.3
77,11933,6.3
65,11933,7.3
65,11933,6.7
58,11933,7.3
62,11933,6.3
67,11933,6.9
61,11933,7.9
62,11933,7.9
55,11933,7.3
61,11933,6.4
59,11933,6.4
63,11933,8.5
63,11933,6.6
71,11933,6.6
76,11933,7.3
76,11933,6.3
79,11933,6.6
66,11933,7.6
58,11933,7.0
62,11933,7.0
72,11933,6.9
75,11933,6.7
57,11933,7.2
66,11933,6.6
79,11933,6.6
59,11933,7.0
67,11933,6.6
64,11933,7.6
59,11933,7.3
70,11933,6.6
60,11933,6.6
50,11933,6.9
65,11933,6.3
74,11933,6.3
78,11933,7.3
62,11933,7.0
54,11933,8.2
58,11933,6.3
59,11933,6.7
62,11933,7.9
54,11933,6.4
57,11933,7.3
60,11933,7.3
69,11933,6.9
66,11933,7.6
64,11933,6.3
65,11933,8.0
59,11933,7.0
56,11933,7.3
73,11933,6.0
72,11933,7.3
48,11933,7.7
52,11933,7.3
54,11933,7.6
58,11933,7.7
45,11933,7.2
56,11933,6.0
69,11933,5.6
61,11933,6.9
60,11933,7.3
52,11933,7.6
69,11933,7.6
60,11933,6.6
60,11933,6.6
74,11933,6.9
60,11933,6.6
58,11933,7.6
56,11933,8.2
72,11933,7.0
67,11933,7.3
68,11933,6.9
73,11933,7.6
71,11933,6.6
75,11933,6.6
77,11933,6.7
74,11933,7.2
73,11933,7.9
75,11933,6.6
75,11933,6.9
67,11933,6.6
74,11933,6.3
74,11933,6.3
78,11933,7.0
74,11933,6.3
64,11933,7.9
65,11933,6.9
62,11933,7.4
52,11933,7.3
59,11933,7.3
67,11933,6.7
64,11933,5.6
55,11933,7.2
62,11933,8.3
68,11933,6.9
67,11933,5.7
67,11933,7.0
77,11933,6.3
67,11933,7.9
52,11933,7.2
64,11933,6.6
73,11933,7.3
58,11933,6.3
51,11933,7.3
61,11933,7.3
55,11933,6.9
54,11933,7.3
51,11933,7.9
56,11933,6.6
58,11933,7.3
69,11933,6.7
59,11933,6.3
68,11933,6.6
64,11933,7.9
70,11933,6.3
74,11933,7.0
77,11933,7.2
71,11933,8.2
