GPU Util%,GPU Memory,CPU Util%
0,0,0.0
3,0,18.5
0,0,9.8
0,0,5.8
3,159,6.7
4,229,7.3
3,259,6.9
0,259,7.3
0,259,6.6
0,259,6.0
0,259,7.2
0,259,6.6
0,259,6.3
0,259,6.9
0,259,6.2
0,259,7.2
0,259,6.6
0,259,6.6
0,259,6.0
0,259,6.9
0,259,6.6
0,11693,6.5
1,11693,6.9
0,11693,6.6
0,11693,6.6
0,11693,6.6
0,11693,6.5
0,11717,7.1
2,11781,6.3
3,11833,6.7
4,11863,6.8
16,11929,6.6
44,11933,7.2
45,11933,7.2
53,11933,7.2
58,11933,6.9
60,11933,6.6
61,11933,7.8
60,11933,7.3
60,11933,6.9
61,11933,6.2
45,11933,7.2
42,11933,7.3
59,11933,6.6
59,11933,6.9
61,11933,6.9
59,11933,7.3
43,11933,7.2
32,11933,6.6
41,11933,6.9
35,11933,6.6
32,11933,7.1
29,11933,6.3
30,11933,6.8
29,11933,7.8
29,11933,6.9
31,11933,6.6
35,11933,6.9
27,11933,6.9
31,11933,6.8
31,11933,6.9
29,11933,6.6
28,11933,6.6
30,11933,7.2
30,11933,6.6
29,11933,6.6
31,11933,6.6
30,11933,6.9
31,11933,6.9
27,11933,7.2
31,11933,6.6
30,11933,6.8
32,11933,6.6
29,11933,7.2
35,11933,7.6
45,11933,7.5
35,11933,6.6
33,11933,7.2
32,11933,6.6
35,11933,6.6
27,11933,7.2
31,11933,6.6
37,11933,6.9
34,11933,6.8
35,11933,6.9
33,11933,7.5
31,11933,6.9
35,11933,6.9
35,11933,7.2
32,11933,6.9
32,11933,7.0
32,11933,6.9
29,11933,7.3
32,11933,6.6
34,11933,7.2
32,11933,6.2
32,11933,7.8
38,11933,6.6
31,11933,6.6
40,11933,6.6
32,11933,7.2
31,11933,6.3
33,11933,6.9
33,11933,7.6
30,11933,6.9
37,11933,6.6
42,11933,7.2
30,11933,6.9
29,11933,7.5
31,11933,6.9
27,11933,7.0
31,11933,6.6
31,11933,6.6
32,11933,6.3
31,11933,6.9
29,11933,7.3
37,11933,6.6
29,11933,7.3
29,11933,6.9
30,11933,6.6
28,11933,7.6
30,11933,7.3
