GPU Util%,GPU Memory,CPU Util%
0,0,0.0
0,0,18.4
0,0,10.3
0,0,5.8
3,155,6.8
5,223,6.9
3,259,7.3
0,259,6.9
0,11693,6.3
1,11711,6.6
3,11777,6.6
4,11833,6.9
3,11865,6.3
5,11933,6.6
33,11933,5.6
65,11933,7.6
61,11933,6.7
59,11933,8.1
55,11933,6.5
47,11933,8.7
50,11933,7.4
57,11933,7.4
50,11933,7.4
47,11933,8.4
49,11933,8.0
54,11933,7.0
54,11933,8.0
52,11933,7.4
45,11933,7.7
43,11933,7.7
44,11933,8.1
43,11933,8.0
46,11933,7.1
42,11933,8.0
45,11933,7.7
43,11933,7.4
42,11933,8.1
44,11933,7.4
43,11933,8.9
48,11933,7.1
45,11933,8.0
45,11933,8.7
44,11933,7.4
44,11933,8.7
45,11933,7.7
43,11933,8.6
40,11933,8.3
41,11933,7.7
42,11933,9.0
42,11933,7.5
43,11933,7.7
45,11933,8.3
42,11933,8.9
43,11933,7.8
44,11933,8.1
42,11933,8.7
44,11933,8.0
42,11933,7.1
45,11933,7.4
44,11933,8.3
42,11933,8.7
42,11933,8.0
44,11933,7.7
50,11933,8.7
44,11933,8.1
43,11933,8.4
46,11933,8.7
44,11933,8.4
47,11933,8.0
63,11933,8.0
62,11933,6.7
51,11933,7.1
43,11933,8.3
42,11933,8.7
43,11933,7.0
43,11933,8.1
45,11933,8.7
44,11933,7.7
44,11933,8.1
44,11933,6.8
41,11933,7.7
42,11933,7.7
45,11933,8.0
45,11933,8.0
44,11933,8.7
44,11933,8.7
48,11933,8.8
48,11933,8.7
42,11933,8.0
45,11933,8.0
46,11933,8.3
47,11933,8.0
45,11933,8.3
42,11933,8.7
44,11933,8.7
42,11933,7.3
43,11933,7.7
44,11933,8.0
40,11933,8.1
42,11933,7.7
48,11933,8.4
44,11933,8.0
45,11933,8.7
46,11933,8.3
42,11933,7.7
42,11933,8.0
41,11933,7.7
41,11933,8.0
44,11933,7.7
46,11933,8.3
44,11933,8.7
45,11933,8.7
42,11933,7.3
41,11933,8.7
47,11933,7.1
42,11933,8.0
44,11933,8.0
46,11933,8.0
41,11933,8.1
44,11933,7.1
