GPU Util%,GPU Memory,CPU Util%
0,0,0.0
0,0,19.1
0,0,10.0
0,0,5.7
3,159,6.7
5,229,7.2
3,259,6.3
0,11693,6.6
0,11705,6.3
3,11747,6.9
4,11823,6.2
3,11837,6.6
4,11885,6.9
8,11933,6.3
36,11933,7.7
54,11933,8.0
48,11933,9.3
45,11933,7.4
43,11933,8.9
46,11933,8.0
48,11933,6.8
46,11933,7.4
46,11933,7.7
47,11933,8.4
50,11933,9.0
48,11933,9.0
44,11933,8.4
50,11933,9.6
48,11933,8.4
44,11933,8.0
45,11933,8.4
47,11933,8.7
47,11933,8.7
49,11933,8.4
47,11933,7.7
50,11933,8.4
48,11933,8.7
52,11933,8.3
52,11933,9.6
50,11933,8.7
48,11933,7.7
55,11933,8.3
62,11933,7.6
59,11933,7.4
57,11933,7.0
53,11933,6.5
51,11933,8.7
52,11933,7.3
50,11933,7.8
50,11933,8.4
50,11933,7.4
45,11933,8.0
47,11933,8.4
48,11933,8.1
46,11933,8.0
46,11933,8.3
46,11933,7.7
48,11933,7.7
47,11933,9.3
48,11933,9.4
47,11933,7.7
47,11933,7.1
45,11933,9.0
47,11933,8.0
48,11933,9.0
47,11933,8.4
44,11933,9.6
46,11933,8.0
46,11933,9.1
46,11933,8.7
46,11933,8.7
46,11933,7.7
46,11933,8.3
45,11933,7.4
48,11933,8.6
48,11933,8.2
46,11933,8.7
45,11933,8.4
46,11933,8.0
46,11933,8.4
48,11933,8.4
50,11933,7.4
47,11933,8.2
49,11933,8.0
45,11933,7.4
46,11933,8.4
46,11933,9.8
48,11933,8.7
45,11933,8.4
47,11933,8.1
47,11933,8.7
46,11933,8.1
43,11933,8.7
44,11933,8.7
46,11933,8.3
44,11933,8.6
45,11933,8.4
45,11933,8.4
48,11933,9.4
53,11933,8.3
61,11933,9.0
55,11933,8.0
58,11933,8.4
48,11933,8.4
44,11933,7.4
46,11933,8.1
45,11933,8.1
48,11933,8.7
43,11933,8.7
45,11933,7.3
51,11933,7.8
48,11933,8.4
50,11933,7.7
55,11933,8.4
49,11933,9.2
51,11933,8.7
46,11933,7.1
48,11933,9.0
44,11933,7.0
46,11933,8.8
45,11933,8.7
46,11933,7.4
46,11933,9.0
47,11933,8.4
46,11933,8.7
45,11933,8.3
44,11933,8.4
44,11933,10.2
46,11933,9.1
46,11933,8.7
47,11933,9.3
47,11933,8.4
48,11933,8.4
47,11933,8.4
45,11933,8.7
45,11933,9.1
47,11933,7.4
43,11933,9.0
45,11933,8.1
46,11933,9.0
44,11933,7.7
49,11933,9.1
47,11933,7.4
49,11933,7.7
51,11933,9.0
48,11933,9.1
49,11933,8.0
52,11933,8.0
43,11933,8.0
47,11933,8.0
43,11933,8.4
49,11933,8.1
46,11933,8.4
50,11933,7.7
48,11933,8.4
46,11933,8.1
46,11933,9.0
47,11933,8.7
48,11933,9.3
47,11933,8.3
54,11933,7.7
47,11933,7.7
43,11933,7.8
45,11933,8.4
47,11933,7.3
45,11933,7.7
46,11933,8.4
47,11933,8.1
43,11933,9.7
46,11933,7.7
42,11933,9.1
43,11933,8.3
45,11933,7.7
44,11933,8.4
46,11933,8.0
49,11933,7.8
49,11933,8.4
51,11933,7.7
44,11933,8.4
44,11933,7.7
43,11933,7.7
48,11933,8.1
44,11933,8.4
47,11933,8.4
44,11933,8.7
43,11933,9.1
45,11933,8.7
45,11933,8.0
45,11933,8.7
43,11933,7.7
43,11933,9.4
44,11933,8.4
44,11933,8.7
45,11933,8.4
47,11933,8.5
47,11933,7.7
48,11933,8.0
50,11933,8.4
59,11933,8.7
57,11933,8.7
56,11933,8.4
56,11933,8.4
52,11933,8.0
45,11933,7.7
47,11933,9.0
47,11933,8.3
44,11933,8.3
45,11933,8.7
46,11933,7.4
46,11933,8.4
44,11933,9.6
45,11933,8.4
45,11933,8.1
43,11933,7.7
43,11933,8.1
46,11933,8.1
50,11933,8.7
54,11933,8.0
46,11933,8.0
49,11933,7.5
48,11933,8.4
46,11933,8.1
48,11933,8.4
47,11933,8.7
46,11933,8.0
46,11933,8.7
46,11933,8.7
46,11933,8.6
44,11933,8.2
44,11933,8.1
44,11933,8.6
45,11933,7.7
48,11933,9.1
45,11933,8.1
49,11933,8.3
45,11933,7.4
45,11933,10.2
45,11933,8.3
45,11933,8.3
45,11933,6.7
44,11933,8.7
48,11933,8.1
45,11933,8.3
49,11933,8.0
49,11933,7.7
48,11933,8.7
45,11933,8.0
47,11933,7.7
46,11933,8.0
49,11933,8.2
48,11933,9.0
49,11933,8.7
46,11933,7.7
50,11933,8.4
43,11933,8.0
44,11933,8.6
44,11933,8.4
44,11933,8.4
45,11933,8.0
45,11933,8.3
51,11933,8.7
46,11933,8.1
46,11933,8.7
46,11933,7.7
43,11933,8.1
44,11933,8.0
46,11933,6.8
47,11933,8.1
45,11933,8.7
44,11933,8.3
46,11933,8.0
45,11933,8.4
45,11933,8.0
42,11933,8.0
43,11933,8.0
42,11933,8.4
47,11933,8.7
45,11933,8.3
45,11933,7.4
44,11933,8.7
46,11933,7.4
45,11933,8.7
44,11933,8.4
45,11933,8.4
