GPU Util%,GPU Memory,CPU Util%
0,0,0.0
0,0,18.8
0,0,9.9
0,0,5.8
3,159,6.8
3,203,6.9
3,257,6.6
1,259,6.9
0,259,6.6
1,11695,6.6
3,11753,6.6
4,11833,6.8
3,11847,6.6
7,11913,6.5
15,11933,5.6
74,11933,4.9
79,11933,5.8
76,11933,4.8
74,11933,4.5
75,11933,5.1
77,11933,4.6
77,11933,4.5
74,11933,5.2
73,11933,5.2
75,11933,4.2
75,11933,4.9
75,11933,4.5
75,11933,5.6
75,11933,5.6
75,11933,4.9
75,11933,4.9
76,11933,5.2
76,11933,4.8
76,11933,5.2
74,11933,4.9
73,11933,4.9
75,11933,5.6
77,11933,4.9
76,11933,5.5
76,11933,5.2
77,11933,3.9
76,11933,5.2
74,11933,4.5
76,11933,4.9
75,11933,4.6
76,11933,5.9
76,11933,5.2
76,11933,4.9
76,11933,4.9
77,11933,4.6
78,11933,4.5
80,11933,5.2
79,11933,4.9
78,11933,5.2
76,11933,4.9
77,11933,5.6
74,11933,5.2
76,11933,4.2
78,11933,4.9
80,11933,4.2
76,11933,6.2
74,11933,6.2
76,11933,4.2
76,11933,6.2
77,11933,4.5
78,11933,4.5
76,11933,4.2
77,11933,4.6
79,11933,4.9
79,11933,4.9
76,11933,4.6
75,11933,4.2
75,11933,4.9
75,11933,5.2
77,11933,5.8
78,11933,4.6
75,11933,5.2
76,11933,5.2
75,11933,6.2
74,11933,5.6
74,11933,5.3
75,11933,5.6
78,11933,4.9
76,11933,5.3
75,11933,6.2
76,11933,4.6
75,11933,4.9
74,11933,5.6
73,11933,5.3
74,11933,4.9
74,11933,5.2
73,11933,5.2
75,11933,4.6
73,11933,4.5
75,11933,4.9
73,11933,4.6
74,11933,5.5
75,11933,5.3
74,11933,5.2
75,11933,4.9
74,11933,5.2
74,11933,5.2
77,11933,4.6
74,11933,4.5
77,11933,4.9
77,11933,6.2
74,11933,5.2
74,11933,4.6
76,11933,4.9
76,11933,7.2
76,11933,4.9
75,11933,5.3
74,11933,5.5
75,11933,5.9
75,11933,5.2
77,11933,3.5
81,11933,5.5
77,11933,4.9
79,11933,4.5
78,11933,4.9
76,11933,5.2
76,11933,4.9
76,11933,5.3
76,11933,4.9
75,11933,6.2
77,11933,4.9
77,11933,4.5
75,11933,4.9
78,11933,4.9
76,11933,4.9
75,11933,4.2
76,11933,4.6
76,11933,4.2
76,11933,5.9
75,11933,4.2
75,11933,5.6
77,11933,5.6
76,11933,5.2
78,11933,4.9
76,11933,5.2
74,11933,4.9
78,11933,4.9
80,11933,4.9
79,11933,4.2
76,11933,5.9
76,11933,5.9
77,11933,5.2
76,11933,5.9
78,11933,4.5
83,11933,3.9
84,11933,2.5
82,11933,5.5
78,11933,4.9
78,11933,5.2
79,11933,5.3
78,11933,5.2
81,11933,4.5
78,11933,4.6
79,11933,4.9
76,11933,4.5
77,11933,4.5
75,11933,4.2
76,11933,4.5
79,11933,4.2
82,11933,3.5
81,11933,4.8
84,11933,4.5
77,11933,5.2
76,11933,3.5
78,11933,4.5
77,11933,4.6
82,11933,4.2
85,11933,2.8
84,11933,3.1
82,11933,4.2
80,11933,4.5
80,11933,3.5
85,11933,4.8
80,11933,4.9
75,11933,5.3
74,11933,5.2
74,11933,5.2
76,11933,5.6
74,11933,4.2
78,11933,4.6
76,11933,6.2
74,11933,5.6
73,11933,4.9
75,11933,4.9
76,11933,6.2
75,11933,5.2
77,11933,5.2
75,11933,5.2
76,11933,4.6
74,11933,4.5
77,11933,4.9
79,11933,4.5
77,11933,4.9
73,11933,4.9
74,11933,4.5
