GPU Util%,GPU Memory,CPU Util%
0,0,0.0
0,0,19.5
0,0,10.0
3,0,6.4
1,139,6.5
4,201,6.5
5,259,7.6
0,259,6.8
0,259,6.6
0,259,6.6
0,259,6.5
0,259,6.6
0,259,6.3
0,259,6.9
0,259,6.6
0,259,6.3
0,259,6.5
0,259,6.9
0,259,6.5
0,259,6.6
0,259,6.9
0,259,6.6
0,259,6.5
0,259,6.6
0,259,7.1
0,11693,5.9
0,11693,7.2
1,11693,6.6
0,11693,6.9
0,11693,6.6
0,11693,6.6
0,11693,6.9
2,11729,6.6
4,11795,6.5
4,11833,6.5
4,11893,7.0
14,11933,7.2
65,11933,5.2
83,11933,6.8
83,11933,7.5
81,11933,5.2
81,11933,6.2
81,11933,6.8
82,11933,5.9
80,11933,6.2
81,11933,5.9
81,11933,5.9
81,11933,6.2
82,11933,5.6
81,11933,6.5
81,11933,5.9
81,11933,6.5
81,11933,6.8
82,11933,5.6
80,11933,6.2
81,11933,6.5
81,11933,5.9
81,11933,5.9
81,11933,6.2
81,11933,6.6
81,11933,6.5
82,11933,6.3
82,11933,6.6
82,11933,5.9
81,11933,5.2
81,11933,7.2
81,11933,6.2
81,11933,5.9
81,11933,6.3
82,11933,5.2
82,11933,5.9
81,11933,6.5
81,11933,5.6
81,11933,6.2
81,11933,5.9
82,11933,5.9
82,11933,5.9
82,11933,5.9
81,11933,6.5
81,11933,5.9
81,11933,5.6
82,11933,5.9
82,11933,5.6
82,11933,6.5
81,11933,6.9
81,11933,6.3
81,11933,5.9
82,11933,5.9
82,11933,6.2
81,11933,6.5
82,11933,6.2
81,11933,6.9
81,11933,5.9
81,11933,5.8
81,11933,6.5
82,11933,6.2
81,11933,6.2
81,11933,5.9
81,11933,6.2
82,11933,6.8
81,11933,7.2
82,11933,6.9
81,11933,5.8
81,11933,6.2
82,11933,6.3
82,11933,6.5
81,11933,5.9
80,11933,5.9
82,11933,6.8
81,11933,5.9
81,11933,5.2
81,11933,6.6
82,11933,6.5
80,11933,5.6
82,11933,6.6
82,11933,5.9
82,11933,5.9
82,11933,5.5
81,11933,6.2
81,11933,6.6
82,11933,5.9
82,11933,6.2
81,11933,6.2
81,11933,5.9
81,11933,6.8
82,11933,5.6
81,11933,6.2
81,11933,5.9
81,11933,5.5
82,11933,6.9
82,11933,6.2
81,11933,6.2
81,11933,5.9
81,11933,6.2
81,11933,5.6
82,11933,6.9
81,11933,6.2
81,11933,6.5
81,11933,6.2
81,11933,6.2
