GPU Util%,GPU Memory,CPU Util%
0,0,0.0
0,0,21.5
0,0,10.4
0,2,5.7
4,167,7.0
5,233,6.6
2,259,7.5
0,259,6.6
0,259,6.6
0,259,6.6
0,259,6.6
0,259,6.8
0,259,6.6
0,259,6.6
0,259,6.6
0,259,6.6
0,259,6.5
0,259,6.9
0,11693,7.3
1,11693,6.5
0,11693,6.6
0,11693,7.1
0,11695,6.2
2,11733,6.8
3,11807,6.6
5,11833,6.5
3,11881,6.6
4,11933,6.5
77,11933,6.8
58,11933,6.9
67,11933,6.9
56,11933,7.2
53,11933,6.3
70,11933,7.8
61,11933,6.6
54,11933,6.8
72,11933,6.2
63,11933,7.2
75,11933,6.6
62,11933,6.9
62,11933,6.9
58,11933,6.8
58,11933,7.3
57,11933,6.9
53,11933,6.9
60,11933,7.6
72,11933,6.3
69,11933,6.2
62,11933,6.9
64,11933,6.5
68,11933,6.3
62,11933,6.3
79,11933,6.6
84,11933,5.9
84,11933,5.9
78,11933,6.3
62,11933,5.9
68,11933,6.3
61,11933,6.6
80,11933,6.3
79,11933,7.2
72,11933,6.6
83,11933,5.6
82,11933,6.6
61,11933,6.6
62,11933,6.6
58,11933,6.9
58,11933,7.3
51,11933,6.9
54,11933,6.3
69,11933,6.9
70,11933,6.5
64,11933,7.2
52,11933,7.2
64,11933,6.6
55,11933,7.2
64,11933,7.2
59,11933,8.2
52,11933,6.9
62,11933,7.3
62,11933,6.9
57,11933,7.9
61,11933,7.2
48,11933,6.9
62,11933,7.5
54,11933,6.6
51,11933,6.9
51,11933,6.9
57,11933,7.2
53,11933,6.6
56,11933,6.9
50,11933,7.2
68,11933,6.9
58,11933,6.6
56,11933,7.2
67,11933,6.9
51,11933,7.2
57,11933,7.2
57,11933,6.6
54,11933,6.6
53,11933,6.9
64,11933,6.3
82,11933,6.6
70,11933,6.6
53,11933,6.6
52,11933,7.2
45,11933,6.9
57,11933,6.2
54,11933,7.6
55,11933,6.2
58,11933,6.6
58,11933,6.9
54,11933,7.2
56,11933,7.0
