GPU Util%,GPU Memory,CPU Util%
0,0,0.0
3,0,19.3
0,0,10.1
3,2,6.1
3,169,7.1
5,239,6.9
2,259,7.8
0,259,7.0
1,11693,6.3
3,11753,6.9
4,11833,6.9
3,11843,6.3
5,11907,6.6
9,11933,6.9
52,11933,7.8
52,11933,9.0
47,11933,7.9
46,11933,8.6
46,11933,8.3
49,11933,8.4
50,11933,7.4
48,11933,9.3
48,11933,7.7
49,11933,7.4
49,11933,8.0
51,11933,8.0
49,11933,8.1
50,11933,8.7
49,11933,8.4
48,11933,9.0
48,11933,8.4
49,11933,8.3
50,11933,8.0
49,11933,7.0
49,11933,8.7
48,11933,7.7
50,11933,7.7
50,11933,7.0
53,11933,8.7
52,11933,8.4
51,11933,7.7
49,11933,8.4
48,11933,8.7
49,11933,8.0
49,11933,7.7
46,11933,8.0
50,11933,8.7
50,11933,8.7
50,11933,8.0
55,11933,7.7
51,11933,7.5
53,11933,7.4
49,11933,8.4
54,11933,8.9
51,11933,9.0
49,11933,8.7
47,11933,8.1
49,11933,7.4
50,11933,8.4
50,11933,8.4
52,11933,9.0
60,11933,6.7
65,11933,7.7
60,11933,7.1
57,11933,8.0
59,11933,8.0
60,11933,9.1
60,11933,8.7
57,11933,7.5
49,11933,8.1
50,11933,7.7
49,11933,9.0
51,11933,8.7
48,11933,7.7
48,11933,8.4
54,11933,7.8
48,11933,8.6
49,11933,8.4
47,11933,8.0
49,11933,8.0
48,11933,8.0
48,11933,8.1
50,11933,7.7
50,11933,9.3
52,11933,8.1
49,11933,8.0
55,11933,8.0
49,11933,7.1
51,11933,6.7
50,11933,8.4
51,11933,7.7
54,11933,9.3
55,11933,7.0
52,11933,9.3
47,11933,8.0
46,11933,7.7
49,11933,7.1
51,11933,8.4
49,11933,8.7
51,11933,8.4
55,11933,7.7
50,11933,7.7
49,11933,8.0
48,11933,9.1
47,11933,7.7
52,11933,7.7
49,11933,7.4
49,11933,8.3
51,11933,8.4
47,11933,7.7
50,11933,8.0
49,11933,8.3
49,11933,7.1
51,11933,7.7
49,11933,6.7
48,11933,8.7
48,11933,7.7
49,11933,7.7
47,11933,8.4
56,11933,8.6
55,11933,7.4
48,11933,8.7
48,11933,7.4
47,11933,8.7
49,11933,7.1
48,11933,8.3
49,11933,7.7
54,11933,6.7
59,11933,7.0
49,11933,7.7
53,11933,8.4
51,11933,8.7
50,11933,8.0
52,11933,7.3
54,11933,8.7
49,11933,7.0
52,11933,8.4
50,11933,8.1
48,11933,8.4
48,11933,8.3
48,11933,9.0
49,11933,7.7
49,11933,8.7
50,11933,7.7
47,11933,8.0
48,11933,7.7
48,11933,8.3
53,11933,7.1
50,11933,8.9
50,11933,8.3
49,11933,7.4
51,11933,8.7
50,11933,7.4
54,11933,8.0
50,11933,8.1
46,11933,8.7
48,11933,8.4
50,11933,8.1
52,11933,7.4
51,11933,7.0
50,11933,8.0
51,11933,7.7
53,11933,8.0
57,11933,7.4
57,11933,7.7
50,11933,8.0
49,11933,8.4
51,11933,8.0
48,11933,7.7
57,11933,7.4
52,11933,7.7
57,11933,7.4
50,11933,8.0
53,11933,8.7
47,11933,8.7
45,11933,8.7
47,11933,7.0
47,11933,7.7
49,11933,7.4
49,11933,7.0
58,11933,7.4
54,11933,7.7
46,11933,9.2
46,11933,9.0
49,11933,8.0
52,11933,9.0
49,11933,7.3
52,11933,6.8
51,11933,8.3
48,11933,8.7
49,11933,8.7
49,11933,8.7
49,11933,7.7
49,11933,8.4
48,11933,8.4
53,11933,8.7
51,11933,8.8
50,11933,8.1
48,11933,8.1
49,11933,8.1
52,11933,7.7
53,11933,9.0
46,11933,7.7
50,11933,8.7
50,11933,7.8
57,11933,7.9
57,11933,7.1
54,11933,7.7
49,11933,8.0
46,11933,8.1
46,11933,7.7
48,11933,9.2
47,11933,9.3
51,11933,8.3
50,11933,8.3
50,11933,8.4
48,11933,8.0
54,11933,8.0
60,11933,9.3
62,11933,7.0
62,11933,8.1
58,11933,8.3
49,11933,8.4
49,11933,8.0
47,11933,8.7
49,11933,7.0
51,11933,8.4
46,11933,8.4
48,11933,7.0
51,11933,7.7
51,11933,8.0
52,11933,8.0
50,11933,7.7
48,11933,8.4
49,11933,8.3
51,11933,7.1
51,11933,8.4
51,11933,7.4
45,11933,9.0
49,11933,7.4
48,11933,8.7
49,11933,7.4
47,11933,8.0
51,11933,7.0
47,11933,7.4
49,11933,8.7
55,11933,7.7
48,11933,8.3
51,11933,7.7
48,11933,7.7
47,11933,7.7
47,11933,8.3
54,11933,7.4
54,11933,8.0
50,11933,8.7
48,11933,7.7
48,11933,8.1
47,11933,8.0
45,11933,6.8
47,11933,7.7
51,11933,8.4
51,11933,7.7
56,11933,6.7
54,11933,8.0
46,11933,7.7
52,11933,9.0
49,11933,8.0
45,11933,8.7
48,11933,9.3
47,11933,8.3
51,11933,7.7
50,11933,8.7
48,11933,7.4
51,11933,8.3
51,11933,7.3
49,11933,6.4
47,11933,8.4
49,11933,7.4
48,11933,8.3
50,11933,8.0
46,11933,7.4
50,11933,7.7
49,11933,8.1
51,11933,8.0
46,11933,8.7
47,11933,8.3
49,11933,7.7
51,11933,8.0
47,11933,7.4
50,11933,8.0
48,11933,8.3
51,11933,8.7
47,11933,8.1
46,11933,8.7
48,11933,7.4
46,11933,8.0
46,11933,8.4
44,11933,8.7
50,11933,7.4
50,11933,8.7
48,11933,7.7
49,11933,8.3
48,11933,7.4
46,11933,8.6
47,11933,8.3
47,11933,9.1
51,11933,7.0
48,11933,7.6
49,11933,8.7
56,11933,8.4
52,11933,7.4
53,11933,8.0
47,11933,8.7
47,11933,8.4
50,11933,7.1
48,11933,8.3
47,11933,8.0
46,11933,7.3
49,11933,8.3
45,11933,8.0
45,11933,8.1
46,11933,8.4
47,11933,7.7
49,11933,8.4
45,11933,8.7
47,11933,7.8
49,11933,7.7
54,11933,7.7
47,11933,7.7
48,11933,8.7
48,11933,8.0
46,11933,8.7
46,11933,8.3
47,11933,7.7
52,11933,7.3
49,11933,8.4
51,11933,7.7
52,11933,7.4
52,11933,8.0
47,11933,8.6
48,11933,8.8
48,11933,8.3
46,11933,8.4
45,11933,7.7
46,11933,7.3
46,11933,9.2
46,11933,8.7
48,11933,8.4
46,11933,7.7
52,11933,8.3
49,11933,7.7
53,11933,7.6
45,11933,7.7
46,11933,7.8
49,11933,8.3
48,11933,7.7
48,11933,8.3
45,11933,8.3
48,11933,7.1
48,11933,7.7
45,11933,8.7
48,11933,8.7
47,11933,7.5
46,11933,7.7
50,11933,7.4
50,11933,7.7
49,11933,8.9
44,11933,7.7
45,11933,8.7
50,11933,9.0
47,11933,8.0
47,11933,8.0
45,11933,7.7
47,11933,8.4
51,11933,8.1
47,11933,7.4
48,11933,9.0
48,11933,7.6
48,11933,8.7
47,11933,8.6
45,11933,8.4
50,11933,9.0
50,11933,8.3
48,11933,8.7
49,11933,7.7
47,11933,8.0
48,11933,8.0
47,11933,8.7
47,11933,8.0
47,11933,9.0
49,11933,7.7
49,11933,7.3
47,11933,7.7
45,11933,8.3
42,11933,8.4
44,11933,7.7
46,11933,8.4
45,11933,7.7
57,11933,6.5
52,11933,8.9
51,11933,7.7
50,11933,7.0
57,11933,7.7
48,11933,8.4
48,11933,7.8
47,11933,7.7
47,11933,7.7
48,11933,9.4
52,11933,6.8
51,11933,7.7
55,11933,8.1
51,11933,8.7
46,11933,8.7
53,11933,8.0
45,11933,7.3
