GPU Util%,GPU Memory,CPU Util%
0,0,0.0
0,0,18.0
0,0,10.0
0,0,5.8
3,165,7.4
5,231,7.2
3,259,6.3
0,259,6.6
0,11693,6.6
1,11715,6.6
3,11777,6.6
4,11833,6.9
2,11847,6.6
4,11895,6.2
7,11933,7.0
37,11933,7.3
56,11933,7.7
46,11933,8.2
44,11933,8.0
41,11933,8.3
43,11933,8.3
41,11933,8.1
42,11933,7.7
46,11933,8.0
45,11933,8.0
43,11933,8.4
46,11933,9.3
49,11933,8.0
49,11933,9.0
43,11933,7.0
43,11933,7.7
42,11933,8.0
44,11933,7.7
42,11933,8.0
46,11933,7.7
39,11933,9.0
43,11933,7.7
45,11933,7.4
43,11933,7.7
44,11933,7.7
41,11933,8.0
43,11933,8.0
43,11933,8.1
44,11933,8.1
42,11933,8.0
45,11933,7.7
43,11933,7.7
42,11933,9.0
44,11933,7.4
43,11933,8.8
47,11933,8.6
45,11933,7.4
40,11933,8.0
43,11933,8.0
42,11933,8.0
44,11933,7.7
44,11933,8.7
45,11933,8.7
43,11933,8.7
43,11933,7.1
45,11933,7.7
47,11933,8.1
43,11933,7.8
45,11933,8.6
46,11933,8.5
46,11933,7.1
47,11933,8.1
44,11933,7.4
46,11933,8.0
43,11933,7.7
42,11933,8.0
43,11933,8.0
45,11933,7.7
43,11933,8.0
43,11933,9.2
44,11933,7.7
48,11933,8.1
44,11933,8.3
43,11933,8.1
44,11933,7.7
43,11933,8.7
49,11933,8.7
51,11933,8.3
51,11933,8.0
43,11933,7.7
44,11933,8.3
41,11933,8.1
41,11933,7.9
42,11933,7.4
42,11933,8.7
41,11933,7.8
40,11933,7.7
41,11933,7.7
40,11933,8.7
49,11933,7.4
41,11933,7.7
46,11933,8.1
44,11933,7.7
44,11933,8.1
48,11933,9.0
43,11933,7.4
42,11933,8.0
45,11933,9.0
47,11933,8.0
44,11933,8.0
44,11933,8.0
47,11933,7.4
43,11933,8.7
42,11933,7.4
46,11933,7.4
42,11933,8.7
47,11933,7.6
43,11933,8.0
42,11933,8.7
43,11933,8.7
42,11933,8.1
52,11933,7.4
51,11933,7.4
41,11933,7.7
40,11933,7.4
40,11933,7.4
47,11933,9.0
49,11933,7.4
42,11933,9.0
46,11933,7.7
58,11933,7.0
61,11933,8.4
48,11933,7.8
43,11933,7.7
44,11933,10.4
45,11933,9.7
43,11933,8.7
41,11933,7.7
43,11933,8.4
43,11933,7.1
45,11933,8.3
44,11933,8.3
44,11933,9.3
42,11933,8.4
47,11933,7.4
45,11933,8.3
43,11933,8.3
44,11933,8.7
40,11933,7.4
42,11933,8.7
41,11933,8.0
42,11933,7.4
40,11933,7.8
41,11933,8.3
43,11933,8.0
44,11933,8.0
43,11933,8.4
47,11933,7.0
57,11933,7.0
49,11933,8.4
46,11933,7.4
44,11933,7.8
48,11933,8.0
51,11933,8.3
55,11933,7.4
51,11933,7.3
50,11933,9.0
50,11933,7.4
47,11933,9.0
39,11933,7.7
46,11933,7.7
49,11933,7.4
46,11933,9.0
43,11933,8.0
40,11933,8.1
43,11933,7.7
44,11933,8.4
49,11933,9.3
42,11933,7.7
45,11933,9.3
42,11933,8.3
45,11933,8.3
41,11933,8.7
44,11933,7.6
39,11933,7.7
41,11933,8.0
42,11933,7.7
42,11933,8.0
46,11933,7.7
44,11933,8.0
44,11933,7.4
41,11933,8.3
41,11933,7.1
41,11933,8.9
41,11933,7.0
44,11933,8.4
48,11933,8.0
46,11933,8.0
45,11933,8.1
51,11933,7.7
48,11933,9.0
44,11933,7.7
47,11933,8.7
56,11933,5.0
47,11933,9.2
42,11933,8.0
41,11933,8.0
42,11933,8.4
44,11933,8.6
43,11933,8.6
40,11933,8.0
42,11933,7.7
43,11933,8.6
41,11933,8.4
40,11933,7.3
43,11933,8.7
45,11933,7.4
45,11933,9.1
43,11933,7.4
66,11933,8.3
62,11933,7.4
43,11933,8.7
40,11933,8.3
42,11933,8.4
41,11933,8.0
42,11933,6.7
41,11933,8.3
45,11933,9.9
45,11933,8.7
44,11933,8.3
42,11933,8.0
43,11933,8.7
43,11933,7.7
44,11933,7.4
44,11933,8.7
